CPU Frequency: 1000mhz
starting lcm thread... 
starting setpoint thread... 
starting print thread... 
initializing imu... 
initializing controller...
initializing motors...
initializing odometry...
attaching imu interupt...
we are running!!!

RUNNING...
SENSORS | ODOMETRY |
  X_DOT  |    X    |
  0.000  |  0.000  |  0.000  |  0.000  
  0.000  |  0.000  |  0.000  |  0.000  
  0.308  |  0.015  |  0.308  |  0.308  
  0.502  |  0.040  |  0.502  |  0.502  
  0.650  |  0.073  |  0.650  |  0.650  
  0.840  |  0.115  |  0.840  |  0.841  
  0.905  |  0.160  |  0.905  |  0.905  
  0.902  |  0.205  |  0.902  |  0.902  
  0.819  |  0.246  |  0.819  |  0.819  
  0.699  |  0.281  |  0.699  |  0.699  
  0.600  |  0.311  |  0.600  |  0.600  
  0.557  |  0.339  |  0.557  |  0.557  
  0.576  |  0.368  |  0.576  |  0.576  
  0.643  |  0.400  |  0.643  |  0.644  
  0.717  |  0.436  |  0.717  |  0.717  
  0.770  |  0.474  |  0.770  |  0.770  
  0.791  |  0.514  |  0.791  |  0.791  
  0.782  |  0.553  |  0.782  |  0.782  
  0.717  |  0.589  |  0.717  |  0.717  
  0.690  |  0.623  |  0.689  |  0.690  
  0.643  |  0.656  |  0.643  |  0.643  
  0.640  |  0.688  |  0.640  |  0.641  
  0.662  |  0.721  |  0.662  |  0.662  
  0.687  |  0.755  |  0.687  |  0.687  
  0.720  |  0.791  |  0.720  |  0.720  
  0.733  |  0.828  |  0.733  |  0.733  
  0.742  |  0.865  |  0.742  |  0.742  
  0.724  |  0.901  |  0.723  |  0.724  
  0.702  |  0.936  |  0.702  |  0.702  
  0.687  |  0.970  |  0.687  |  0.687  
  0.674  |  1.004  |  0.674  |  0.674  
  0.680  |  1.038  |  0.680  |  0.681  
  0.683  |  1.072  |  0.683  |  0.684  
  0.699  |  1.107  |  0.699  |  0.699  
  0.711  |  1.143  |  0.711  |  0.711  
  0.717  |  1.179  |  0.717  |  0.717  
  0.714  |  1.214  |  0.714  |  0.714  
  0.711  |  1.250  |  0.711  |  0.711  
  0.696  |  1.285  |  0.696  |  0.696  
  0.693  |  1.319  |  0.693  |  0.693  
  0.693  |  1.354  |  0.693  |  0.693  
  0.687  |  1.388  |  0.687  |  0.687  
  0.696  |  1.423  |  0.696  |  0.696  
  0.702  |  1.458  |  0.702  |  0.702  
  0.705  |  1.493  |  0.705  |  0.705  
  0.711  |  1.529  |  0.711  |  0.711  
  0.705  |  1.564  |  0.705  |  0.705  
  0.702  |  1.599  |  0.702  |  0.702  
  0.696  |  1.634  |  0.696  |  0.696  
  0.696  |  1.669  |  0.696  |  0.696  
  0.696  |  1.704  |  0.696  |  0.696  
  0.699  |  1.739  |  0.699  |  0.699  
  0.702  |  1.774  |  0.702  |  0.702  
  0.696  |  1.809  |  0.696  |  0.696  
  0.702  |  1.844  |  0.702  |  0.702  
  0.705  |  1.879  |  0.705  |  0.705  
  0.705  |  1.914  |  0.705  |  0.705  
  0.699  |  1.949  |  0.699  |  0.699  
  0.702  |  1.984  |  0.702  |  0.702  
  0.696  |  2.019  |  0.696  |  0.696  
  0.696  |  2.054  |  0.696  |  0.696  
  0.702  |  2.089  |  0.702  |  0.702  
