CPU Frequency: 1000mhz
starting lcm thread... 
starting setpoint thread... 
starting print thread... 
initializing imu... 
initializing controller...
initializing motors...
initializing odometry...
attaching imu interupt...
we are running!!!

RUNNING...
SENSORS | ODOMETRY |
  X_DOT  |    X    |
  0.000  |  0.000  |  0.000  |  0.000  
  0.000  |  0.000  |  0.000  |  0.000  
  0.000  |  0.000  |  0.000  |  0.000  
  0.062  |  0.001  |  0.069  |  0.054  
  0.154  |  0.002  |  0.146  |  0.162  
 -0.015  |  0.002  | -0.015  | -0.016  
 -0.062  |  0.001  | -0.062  | -0.061  
  0.123  |  0.003  |  0.123  |  0.123  
  0.185  |  0.004  |  0.184  |  0.185  
 -0.046  |  0.004  | -0.046  | -0.046  
  0.139  |  0.004  |  0.140  |  0.137  
  0.185  |  0.006  |  0.185  |  0.185  
 -0.046  |  0.006  | -0.048  | -0.044  
 -0.123  |  0.005  | -0.122  | -0.124  
  0.108  |  0.006  |  0.100  |  0.115  
  0.154  |  0.007  |  0.146  |  0.162  
 -0.062  |  0.007  | -0.069  | -0.054  
 -0.123  |  0.005  | -0.125  | -0.122  
  0.092  |  0.006  |  0.092  |  0.093  
  0.154  |  0.008  |  0.155  |  0.153  
 -0.062  |  0.007  | -0.069  | -0.054  
 -0.139  |  0.006  | -0.146  | -0.131  
  0.077  |  0.007  |  0.077  |  0.077  
  0.139  |  0.008  |  0.139  |  0.139  
 -0.092  |  0.007  | -0.092  | -0.092  
 -0.139  |  0.006  | -0.131  | -0.146  
  0.092  |  0.007  |  0.092  |  0.092  
  0.139  |  0.008  |  0.146  |  0.131  
 -0.062  |  0.007  | -0.061  | -0.062  
 -0.123  |  0.006  | -0.131  | -0.115  
  0.077  |  0.007  |  0.069  |  0.085  
  0.123  |  0.008  |  0.115  |  0.131  
 -0.092  |  0.007  | -0.085  | -0.100  
 -0.154  |  0.006  | -0.146  | -0.162  
  0.092  |  0.007  |  0.100  |  0.085  
  0.154  |  0.008  |  0.154  |  0.154  
 -0.092  |  0.007  | -0.092  | -0.092  
 -0.139  |  0.006  | -0.146  | -0.131  
  0.092  |  0.007  |  0.100  |  0.085  
  0.139  |  0.008  |  0.138  |  0.139  
 -0.092  |  0.007  | -0.093  | -0.092  
 -0.139  |  0.006  | -0.131  | -0.146  
  0.092  |  0.007  |  0.092  |  0.092  
  0.123  |  0.008  |  0.115  |  0.131  
 -0.077  |  0.007  | -0.077  | -0.077  
 -0.123  |  0.006  | -0.115  | -0.131  
  0.077  |  0.007  |  0.069  |  0.085  
  0.139  |  0.008  |  0.139  |  0.139  
 -0.077  |  0.007  | -0.069  | -0.085  
 -0.154  |  0.006  | -0.154  | -0.154  
  0.092  |  0.007  |  0.092  |  0.092  
  0.154  |  0.008  |  0.146  |  0.162  
 -0.092  |  0.007  | -0.085  | -0.100  
 -0.169  |  0.006  | -0.169  | -0.169  
  0.139  |  0.008  |  0.131  |  0.146  
 -0.062  |  0.007  | -0.062  | -0.062  
 -0.139  |  0.006  | -0.139  | -0.139  
  0.092  |  0.007  |  0.092  |  0.092  
  0.139  |  0.008  |  0.139  |  0.139  
 -0.092  |  0.007  | -0.085  | -0.100  
 -0.154  |  0.006  | -0.146  | -0.162  
