CPU Frequency: 1000mhz
starting lcm thread... 
starting setpoint thread... 
starting print thread... 
initializing imu... 
initializing controller...
initializing motors...
initializing odometry...
attaching imu interupt...
we are running!!!

RUNNING...
SENSORS | ODOMETRY |
  X_DOT  |    X    |
  0.708  |  2.026  |  0.708  |  0.708  
  0.693  |  2.061  |  0.693  |  0.693  
  0.702  |  2.096  |  0.702  |  0.702  
  0.702  |  2.131  |  0.702  |  0.702  
  0.699  |  2.166  |  0.699  |  0.699  
  0.702  |  2.201  |  0.702  |  0.702  
  0.702  |  2.236  |  0.702  |  0.702  
  0.702  |  2.271  |  0.702  |  0.702  
  0.699  |  2.306  |  0.699  |  0.699  
  0.696  |  2.341  |  0.696  |  0.696  
  0.699  |  2.376  |  0.699  |  0.699  
  0.699  |  2.411  |  0.699  |  0.699  
  0.702  |  2.446  |  0.702  |  0.702  
  0.702  |  2.481  |  0.702  |  0.702  
  0.699  |  2.516  |  0.699  |  0.699  
  0.705  |  2.551  |  0.705  |  0.705  
  0.699  |  2.586  |  0.699  |  0.699  
  0.702  |  2.622  |  0.702  |  0.702  
  0.699  |  2.656  |  0.699  |  0.699  
  0.702  |  2.692  |  0.702  |  0.702  
  0.702  |  2.727  |  0.702  |  0.702  
  0.699  |  2.762  |  0.699  |  0.699  
  0.699  |  2.797  |  0.699  |  0.699  
  0.699  |  2.831  |  0.699  |  0.699  
  0.699  |  2.866  |  0.699  |  0.699  
  0.702  |  2.902  |  0.702  |  0.702  
  0.699  |  2.936  |  0.699  |  0.699  
  0.699  |  2.971  |  0.699  |  0.699  
  0.708  |  3.007  |  0.708  |  0.708  
  0.696  |  3.042  |  0.696  |  0.696  
  0.702  |  3.077  |  0.702  |  0.708  
  0.683  |  3.146  |  0.683  |  0.683  
  0.699  |  3.181  |  0.699  |  0.699  
  0.699  |  3.216  |  0.699  |  0.699  
  0.705  |  3.251  |  0.705  |  0.705  
  0.699  |  3.286  |  0.699  |  0.699  
  0.699  |  3.321  |  0.699  |  0.699  
  0.699  |  3.356  |  0.699  |  0.699  
  0.702  |  3.391  |  0.702  |  0.702  
  0.702  |  3.426  |  0.702  |  0.702  
  0.699  |  3.461  |  0.699  |  0.699  
  0.702  |  3.496  |  0.702  |  0.702  
  0.699  |  3.531  |  0.699  |  0.699  
  0.702  |  3.567  |  0.702  |  0.702  
  0.702  |  3.602  |  0.702  |  0.702  
  0.699  |  3.637  |  0.699  |  0.699  
  0.699  |  3.672  |  0.699  |  0.699  
  0.696  |  3.706  |  0.696  |  0.696  
  0.705  |  3.742  |  0.705  |  0.705  
  0.702  |  3.777  |  0.702  |  0.702  
  0.699  |  3.812  |  0.699  |  0.699  
  0.702  |  3.847  |  0.702  |  0.702  
  0.702  |  3.882  |  0.702  |  0.702  
  0.699  |  3.917  |  0.699  |  0.699  
  0.699  |  3.952  |  0.699  |  0.699  
  0.705  |  3.987  |  0.705  |  0.705  
  0.699  |  4.022  |  0.699  |  0.699  
  0.702  |  4.057  |  0.702  |  0.702  
  0.699  |  4.092  |  0.699  |  0.699  
  0.702  |  4.127  |  0.702  |  0.702  
  0.699  |  4.162  |  0.699  |  0.699  
  0.699  |  4.197  |  0.699  |  0.699  
  0.699  |  4.232  |  0.699  |  0.699  
  0.699  |  4.267  |  0.699  |  0.699  
  0.705  |  4.302  |  0.705  |  0.705  
  0.699  |  4.337  |  0.699  |  0.699  
  0.708  |  4.372  |  0.708  |  0.708  
  0.690  |  4.407  |  0.689  |  0.690  
  0.708  |  4.442  |  0.708  |  0.708  
  0.693  |  4.477  |  0.693  |  0.693  
  0.699  |  4.512  |  0.699  |  0.699  
  0.702  |  4.547  |  0.702  |  0.702  
  0.699  |  4.582  |  0.699  |  0.699  
  0.705  |  4.617  |  0.705  |  0.705  
  0.702  |  4.652  |  0.702  |  0.702  
  0.699  |  4.687  |  0.699  |  0.699  
  0.699  |  4.722  |  0.699  |  0.699  
  0.699  |  4.757  |  0.699  |  0.699  
  0.699  |  4.792  |  0.699  |  0.699  
  0.702  |  4.827  |  0.702  |  0.702  
  0.696  |  4.862  |  0.696  |  0.696  
  0.705  |  4.897  |  0.705  |  0.705  
  0.693  |  4.932  |  0.693  |  0.693  
  0.705  |  4.967  |  0.705  |  0.705  
  0.699  |  5.002  |  0.699  |  0.699  
  0.702  |  5.037  |  0.702  |  0.702  
  0.702  |  5.072  |  0.702  |  0.702  
  0.702  |  5.107  |  0.702  |  0.702  
  0.702  |  5.142  |  0.702  |  0.702  
  0.702  |  5.177  |  0.702  |  0.702  
  0.699  |  5.212  |  0.699  |  0.699  
  0.705  |  5.248  |  0.705  |  0.705  
  0.693  |  5.282  |  0.693  |  0.693  
  0.702  |  5.317  |  0.702  |  0.702  
  0.702  |  5.352  |  0.702  |  0.702  
  0.699  |  5.387  |  0.699  |  0.699  
  0.699  |  5.422  |  0.699  |  0.699  
  0.699  |  5.457  |  0.699  |  0.699  
  0.711  |  5.493  |  0.711  |  0.711  
  0.690  |  5.527  |  0.690  |  0.690  
  0.702  |  5.562  |  0.702  |  0.702  
  0.699  |  5.597  |  0.699  |  0.699  
  0.702  |  5.632  |  0.702  |  0.702  
  0.699  |  5.667  |  0.699  |  0.699  
  0.702  |  5.702  |  0.702  |  0.702  
  0.696  |  5.737  |  0.696  |  0.696  
  0.705  |  5.773  |  0.705  |  0.705  
  0.699  |  5.807  |  0.699  |  0.699  
  0.702  |  5.843  |  0.702  |  0.702  
  0.705  |  5.878  |  0.705  |  0.705  
  0.702  |  5.913  |  0.702  |  0.702  
  0.699  |  5.948  |  0.699  |  0.699  
  0.693  |  5.982  |  0.693  |  0.693  
  0.702  |  6.018  |  0.702  |  0.702  
  0.705  |  6.053  |  0.705  |  0.705  
  0.696  |  6.088  |  0.696  |  0.696  
  0.699  |  6.123  |  0.699  |  0.699  
  0.699  |  6.158  |  0.699  |  0.699  
  0.702  |  6.193  |  0.702  |  0.702  
  0.702  |  6.228  |  0.702  |  0.702  
  0.705  |  6.263  |  0.705  |  0.705  
  0.693  |  6.298  |  0.693  |  0.693  
  0.696  |  6.332  |  0.696  |  0.696  
  0.708  |  6.368  |  0.708  |  0.708  
  0.699  |  6.403  |  0.699  |  0.699  
  0.699  |  6.438  |  0.699  |  0.699  
  0.699  |  6.473  |  0.699  |  0.699  
  0.699  |  6.508  |  0.699  |  0.699  
  0.699  |  6.542  |  0.699  |  0.699  
  0.702  |  6.578  |  0.702  |  0.702  
  0.696  |  6.612  |  0.696  |  0.699  
  0.705  |  6.683  |  0.705  |  0.705  
  0.708  |  6.718  |  0.708  |  0.708  
  0.690  |  6.752  |  0.689  |  0.690  
  0.702  |  6.788  |  0.702  |  0.702  
  0.696  |  6.822  |  0.696  |  0.696  
  0.696  |  6.857  |  0.696  |  0.696  
  0.705  |  6.892  |  0.705  |  0.705  
  0.702  |  6.927  |  0.702  |  0.702  
  0.699  |  6.962  |  0.699  |  0.699  
  0.699  |  6.997  |  0.699  |  0.699  
  0.702  |  7.032  |  0.702  |  0.702  
  0.702  |  7.068  |  0.702  |  0.702  
  0.699  |  7.102  |  0.699  |  0.699  
  0.702  |  7.138  |  0.702  |  0.702  
  0.699  |  7.173  |  0.699  |  0.699  
  0.696  |  7.207  |  0.696  |  0.696  
  0.711  |  7.243  |  0.711  |  0.711  
  0.696  |  7.278  |  0.696  |  0.696  
  0.699  |  7.313  |  0.699  |  0.699  
  0.702  |  7.348  |  0.702  |  0.702  
  0.699  |  7.383  |  0.699  |  0.699  
  0.702  |  7.418  |  0.702  |  0.702  
  0.699  |  7.453  |  0.699  |  0.699  
  0.699  |  7.488  |  0.699  |  0.699  
  0.699  |  7.523  |  0.699  |  0.699  
  0.702  |  7.558  |  0.702  |  0.702  
  0.699  |  7.593  |  0.699  |  0.699  
  0.702  |  7.628  |  0.702  |  0.702  
  0.699  |  7.663  |  0.699  |  0.699  
  0.699  |  7.698  |  0.699  |  0.699  
  0.702  |  7.733  |  0.702  |  0.702  
  0.702  |  7.768  |  0.702  |  0.702  
  0.699  |  7.803  |  0.699  |  0.699  
  0.699  |  7.838  |  0.699  |  0.699  
  0.705  |  7.873  |  0.705  |  0.705  
  0.690  |  7.907  |  0.689  |  0.690  
  0.702  |  7.942  |  0.702  |  0.702  
  0.702  |  7.978  |  0.702  |  0.702  
  0.708  |  8.013  |  0.708  |  0.708  
  0.687  |  8.047  |  0.686  |  0.687  
  0.702  |  8.082  |  0.702  |  0.702  
  0.705  |  8.118  |  0.705  |  0.705  
  0.699  |  8.153  |  0.699  |  0.699  
  0.699  |  8.188  |  0.699  |  0.699  
  0.708  |  8.223  |  0.708  |  0.708  
  0.696  |  8.258  |  0.696  |  0.696  
  0.699  |  8.293  |  0.699  |  0.699  
  0.699  |  8.328  |  0.699  |  0.699  
  0.699  |  8.363  |  0.699  |  0.699  
  0.705  |  8.398  |  0.705  |  0.705  
  0.696  |  8.433  |  0.696  |  0.696  
  0.702  |  8.468  |  0.702  |  0.702  
  0.702  |  8.503  |  0.702  |  0.702  
  0.699  |  8.538  |  0.699  |  0.699  
  0.699  |  8.573  |  0.699  |  0.699  
  0.696  |  8.607  |  0.696  |  0.696  
  0.702  |  8.643  |  0.702  |  0.702  
  0.702  |  8.678  |  0.702  |  0.702  
  0.699  |  8.713  |  0.699  |  0.699  
  0.702  |  8.748  |  0.702  |  0.702  
  0.699  |  8.783  |  0.699  |  0.699  
  0.699  |  8.818  |  0.699  |  0.699  
  0.702  |  8.853  |  0.702  |  0.702  
  0.699  |  8.888  |  0.699  |  0.699  
  0.699  |  8.923  |  0.699  |  0.699  
  0.699  |  8.957  |  0.699  |  0.699  
  0.699  |  8.992  |  0.699  |  0.699  
  0.702  |  9.028  |  0.702  |  0.702  
  0.696  |  9.062  |  0.696  |  0.696  
  0.702  |  9.097  |  0.702  |  0.702  
  0.699  |  9.132  |  0.699  |  0.699  
  0.702  |  9.167  |  0.702  |  0.702  
  0.702  |  9.203  |  0.702  |  0.702  
  0.699  |  9.237  |  0.699  |  0.699  
  0.702  |  9.273  |  0.702  |  0.702  
  0.699  |  9.307  |  0.699  |  0.699  
  0.699  |  9.342  |  0.699  |  0.699  
  0.702  |  9.378  |  0.702  |  0.702  
  0.699  |  9.412  |  0.699  |  0.699  
  0.702  |  9.448  |  0.702  |  0.702  
  0.696  |  9.482  |  0.696  |  0.696  
  0.702  |  9.517  |  0.702  |  0.702  
  0.705  |  9.553  |  0.705  |  0.705  
  0.699  |  9.588  |  0.699  |  0.699  
  0.699  |  9.623  |  0.699  |  0.699  

received SIGINT Ctrl-C
