CPU Frequency: 1000mhz
starting lcm thread... 
starting setpoint thread... 
starting print thread... 
initializing imu... 
initializing controller...
initializing motors...
initializing odometry...
attaching imu interupt...
we are running!!!

RUNNING...
SENSORS | ODOMETRY |
  X_DOT  |    X    |
  0.705  |  2.025  |  0.705  |  0.705  
  0.696  |  2.060  |  0.697  |  0.694  
  0.699  |  2.095  |  0.697  |  0.700  
  0.702  |  2.130  |  0.702  |  0.702  
  0.699  |  2.165  |  0.700  |  0.697  
  0.702  |  2.200  |  0.702  |  0.702  
  0.696  |  2.235  |  0.694  |  0.697  
  0.702  |  2.270  |  0.703  |  0.700  
  0.699  |  2.305  |  0.700  |  0.697  
  0.702  |  2.340  |  0.702  |  0.702  
  0.702  |  2.375  |  0.702  |  0.702  
  0.699  |  2.410  |  0.699  |  0.699  
  0.702  |  2.445  |  0.702  |  0.702  
  0.699  |  2.480  |  0.699  |  0.699  
  0.705  |  2.516  |  0.705  |  0.705  
  0.690  |  2.550  |  0.688  |  0.691  
  0.705  |  2.585  |  0.707  |  0.703  
  0.705  |  2.621  |  0.707  |  0.703  
  0.699  |  2.656  |  0.697  |  0.700  
  0.699  |  2.690  |  0.699  |  0.699  
  0.696  |  2.725  |  0.696  |  0.696  
  0.702  |  2.760  |  0.702  |  0.702  
  0.702  |  2.795  |  0.702  |  0.702  
  0.699  |  2.830  |  0.699  |  0.699  
  0.699  |  2.865  |  0.697  |  0.700  
  0.696  |  2.900  |  0.697  |  0.694  
  0.705  |  2.935  |  0.705  |  0.705  
  0.705  |  2.971  |  0.703  |  0.707  
  0.693  |  3.005  |  0.693  |  0.693  
  0.702  |  3.040  |  0.703  |  0.700  
  0.699  |  3.075  |  0.699  |  0.699  
  0.699  |  3.110  |  0.699  |  0.699  
  0.705  |  3.146  |  0.705  |  0.705  
  0.699  |  3.180  |  0.700  |  0.697  
  0.699  |  3.215  |  0.697  |  0.700  
  0.702  |  3.251  |  0.702  |  0.702  
  0.702  |  3.286  |  0.702  |  0.702  
  0.705  |  3.321  |  0.705  |  0.705  
  0.696  |  3.356  |  0.696  |  0.696  
  0.705  |  3.391  |  0.705  |  0.705  
  0.690  |  3.425  |  0.688  |  0.691  
  0.705  |  3.461  |  0.705  |  0.705  
  0.705  |  3.496  |  0.705  |  0.705  
  0.699  |  3.531  |  0.700  |  0.697  
  0.702  |  3.566  |  0.700  |  0.703  
  0.693  |  3.601  |  0.694  |  0.691  
  0.702  |  3.636  |  0.703  |  0.700  
  0.705  |  3.671  |  0.703  |  0.707  
  0.699  |  3.706  |  0.699  |  0.699  
  0.699  |  3.741  |  0.699  |  0.699  
  0.699  |  3.776  |  0.697  |  0.700  
  0.699  |  3.811  |  0.697  |  0.700  
  0.702  |  3.846  |  0.703  |  0.700  
  0.699  |  3.881  |  0.699  |  0.699  
  0.702  |  3.916  |  0.702  |  0.702  
  0.702  |  3.951  |  0.702  |  0.702  
  0.699  |  3.986  |  0.699  |  0.699  
  0.702  |  4.021  |  0.700  |  0.703  
  0.696  |  4.056  |  0.696  |  0.696  
  0.699  |  4.091  |  0.699  |  0.699  
  0.705  |  4.126  |  0.707  |  0.703  
  0.699  |  4.161  |  0.699  |  0.699  
  0.702  |  4.196  |  0.702  |  0.702  
  0.699  |  4.231  |  0.700  |  0.697  
  0.702  |  4.266  |  0.702  |  0.702  
  0.699  |  4.336  |  0.699  |  0.699  
  0.702  |  4.371  |  0.702  |  0.702  
  0.702  |  4.406  |  0.702  |  0.702  
  0.693  |  4.441  |  0.693  |  0.693  
  0.699  |  4.476  |  0.697  |  0.700  
  0.705  |  4.511  |  0.707  |  0.703  
  0.705  |  4.546  |  0.705  |  0.705  
  0.696  |  4.581  |  0.696  |  0.696  
  0.699  |  4.616  |  0.699  |  0.699  
  0.702  |  4.651  |  0.702  |  0.702  
  0.699  |  4.686  |  0.697  |  0.700  
  0.702  |  4.721  |  0.703  |  0.700  
  0.699  |  4.756  |  0.699  |  0.699  
  0.699  |  4.791  |  0.700  |  0.697  
  0.705  |  4.826  |  0.705  |  0.705  
  0.699  |  4.861  |  0.697  |  0.700  
  0.699  |  4.896  |  0.699  |  0.699  
  0.696  |  4.931  |  0.697  |  0.694  
  0.702  |  4.966  |  0.700  |  0.703  
  0.699  |  5.001  |  0.697  |  0.700  
  0.699  |  5.036  |  0.700  |  0.697  
  0.714  |  5.072  |  0.714  |  0.714  
  0.687  |  5.106  |  0.687  |  0.687  
  0.702  |  5.141  |  0.702  |  0.702  
  0.699  |  5.176  |  0.697  |  0.700  
  0.702  |  5.211  |  0.702  |  0.702  
  0.702  |  5.246  |  0.702  |  0.702  
  0.699  |  5.281  |  0.697  |  0.700  
  0.699  |  5.316  |  0.700  |  0.697  
  0.702  |  5.351  |  0.702  |  0.702  
  0.699  |  5.386  |  0.699  |  0.699  
  0.705  |  5.421  |  0.705  |  0.705  
  0.696  |  5.456  |  0.696  |  0.696  
  0.699  |  5.491  |  0.697  |  0.700  
  0.702  |  5.526  |  0.702  |  0.702  
  0.699  |  5.561  |  0.700  |  0.697  
  0.702  |  5.596  |  0.703  |  0.700  
  0.699  |  5.631  |  0.697  |  0.700  
  0.702  |  5.666  |  0.702  |  0.702  
  0.696  |  5.701  |  0.696  |  0.696  
  0.699  |  5.736  |  0.699  |  0.699  
  0.702  |  5.771  |  0.700  |  0.703  
  0.702  |  5.806  |  0.702  |  0.702  
  0.702  |  5.841  |  0.702  |  0.702  
  0.699  |  5.876  |  0.699  |  0.699  
  0.696  |  5.911  |  0.697  |  0.694  
  0.705  |  5.946  |  0.705  |  0.705  
  0.699  |  5.981  |  0.699  |  0.699  
  0.702  |  6.016  |  0.703  |  0.700  
  0.699  |  6.051  |  0.699  |  0.699  
  0.699  |  6.086  |  0.700  |  0.697  
  0.702  |  6.121  |  0.702  |  0.702  
  0.699  |  6.156  |  0.699  |  0.699  
  0.699  |  6.191  |  0.697  |  0.700  
  0.705  |  6.226  |  0.705  |  0.705  
  0.699  |  6.261  |  0.699  |  0.699  
  0.702  |  6.296  |  0.700  |  0.703  
  0.696  |  6.331  |  0.697  |  0.694  
  0.702  |  6.366  |  0.702  |  0.702  
  0.702  |  6.401  |  0.702  |  0.702  
  0.696  |  6.436  |  0.694  |  0.697  
  0.702  |  6.471  |  0.700  |  0.703  
  0.699  |  6.506  |  0.700  |  0.697  
  0.708  |  6.542  |  0.708  |  0.708  
  0.699  |  6.577  |  0.699  |  0.699  
  0.693  |  6.611  |  0.691  |  0.694  
  0.702  |  6.646  |  0.702  |  0.702  
  0.699  |  6.681  |  0.700  |  0.697  
  0.705  |  6.717  |  0.705  |  0.705  
  0.699  |  6.751  |  0.699  |  0.699  
  0.699  |  6.786  |  0.697  |  0.700  
  0.702  |  6.821  |  0.702  |  0.702  
  0.702  |  6.857  |  0.702  |  0.702  
  0.699  |  6.892  |  0.699  |  0.699  
  0.696  |  6.926  |  0.696  |  0.696  
  0.699  |  6.961  |  0.697  |  0.700  
  0.705  |  6.997  |  0.705  |  0.705  
  0.699  |  7.031  |  0.699  |  0.699  
  0.699  |  7.066  |  0.699  |  0.699  
  0.699  |  7.101  |  0.700  |  0.697  
  0.699  |  7.136  |  0.699  |  0.699  

received SIGINT Ctrl-C
