CPU Frequency: 1000mhz
starting lcm thread... 
starting setpoint thread... 
starting print thread... 
initializing imu... 
initializing controller...
initializing motors...
initializing odometry...
attaching imu interupt...
we are running!!!

RUNNING...
SENSORS | ODOMETRY |
  X_DOT  |    X    |
  0.523  |  0.291  |  0.523  |  0.523  
  0.554  |  0.297  |  0.546  |  0.562  
  0.523  |  0.302  |  0.523  |  0.523  
  0.462  |  0.306  |  0.470  |  0.454  
  0.508  |  0.312  |  0.508  |  0.508  
  0.523  |  0.317  |  0.516  |  0.531  
  0.539  |  0.322  |  0.539  |  0.539  
  0.477  |  0.327  |  0.477  |  0.477  
  0.539  |  0.332  |  0.539  |  0.539  
  0.523  |  0.338  |  0.531  |  0.516  
  0.493  |  0.343  |  0.493  |  0.493  
  0.493  |  0.347  |  0.500  |  0.485  
  0.554  |  0.353  |  0.554  |  0.554  
  0.508  |  0.358  |  0.500  |  0.516  
  0.493  |  0.363  |  0.500  |  0.485  
  0.554  |  0.369  |  0.562  |  0.546  
  0.493  |  0.373  |  0.485  |  0.500  
  0.523  |  0.379  |  0.516  |  0.531  
  0.477  |  0.383  |  0.485  |  0.470  
  0.554  |  0.389  |  0.562  |  0.546  
  0.493  |  0.394  |  0.485  |  0.500  
  0.539  |  0.399  |  0.539  |  0.539  
  0.523  |  0.405  |  0.531  |  0.516  
  0.539  |  0.410  |  0.531  |  0.546  
  0.446  |  0.414  |  0.446  |  0.446  
  0.523  |  0.420  |  0.531  |  0.516  
  0.554  |  0.425  |  0.562  |  0.546  
  0.462  |  0.435  |  0.454  |  0.470  
  0.493  |  0.440  |  0.493  |  0.493  
  0.570  |  0.446  |  0.562  |  0.577  
  0.508  |  0.451  |  0.516  |  0.500  
  0.508  |  0.456  |  0.508  |  0.508  
  0.508  |  0.461  |  0.508  |  0.508  
  0.539  |  0.466  |  0.539  |  0.539  
  0.508  |  0.472  |  0.508  |  0.508  
  0.493  |  0.476  |  0.493  |  0.493  
  0.523  |  0.482  |  0.516  |  0.531  
  0.539  |  0.487  |  0.546  |  0.531  
  0.493  |  0.492  |  0.493  |  0.492  
  0.523  |  0.497  |  0.531  |  0.516  
  0.493  |  0.502  |  0.493  |  0.493  
  0.554  |  0.508  |  0.546  |  0.562  
  0.508  |  0.513  |  0.500  |  0.516  
  0.508  |  0.518  |  0.516  |  0.500  
  0.493  |  0.523  |  0.500  |  0.485  
  0.508  |  0.528  |  0.508  |  0.508  
  0.585  |  0.534  |  0.585  |  0.585  
  0.523  |  0.539  |  0.516  |  0.531  
  0.446  |  0.543  |  0.454  |  0.439  
  0.477  |  0.548  |  0.485  |  0.470  
  0.523  |  0.553  |  0.531  |  0.516  
  0.585  |  0.559  |  0.577  |  0.593  
  0.508  |  0.564  |  0.500  |  0.516  
  0.462  |  0.569  |  0.470  |  0.454  
  0.493  |  0.574  |  0.500  |  0.485  
  0.554  |  0.579  |  0.554  |  0.554  
  0.554  |  0.585  |  0.554  |  0.554  
  0.508  |  0.590  |  0.508  |  0.508  
  0.477  |  0.595  |  0.485  |  0.470  
  0.508  |  0.600  |  0.508  |  0.508  
  0.523  |  0.605  |  0.516  |  0.531  
  0.570  |  0.611  |  0.570  |  0.570  
  0.446  |  0.620  |  0.454  |  0.439  
  0.523  |  0.625  |  0.516  |  0.531  
  0.554  |  0.631  |  0.546  |  0.562  
  0.554  |  0.637  |  0.554  |  0.554  
  0.508  |  0.642  |  0.508  |  0.508  
  0.462  |  0.646  |  0.470  |  0.454  
  0.508  |  0.651  |  0.516  |  0.500  
  0.523  |  0.657  |  0.516  |  0.531  
  0.570  |  0.662  |  0.562  |  0.577  
  0.508  |  0.667  |  0.508  |  0.508  
  0.477  |  0.672  |  0.477  |  0.477  
  0.493  |  0.677  |  0.500  |  0.485  
  0.508  |  0.682  |  0.516  |  0.500  
  0.554  |  0.688  |  0.546  |  0.562  
  0.554  |  0.693  |  0.554  |  0.554  
  0.477  |  0.698  |  0.477  |  0.477  
  0.493  |  0.703  |  0.493  |  0.493  
  0.523  |  0.708  |  0.531  |  0.516  
  0.523  |  0.713  |  0.523  |  0.523  
  0.508  |  0.718  |  0.500  |  0.516  
  0.508  |  0.723  |  0.516  |  0.500  
  0.523  |  0.729  |  0.531  |  0.516  
  0.539  |  0.734  |  0.531  |  0.546  
  0.508  |  0.739  |  0.508  |  0.508  
  0.508  |  0.744  |  0.516  |  0.500  
  0.539  |  0.750  |  0.539  |  0.539  
  0.493  |  0.755  |  0.485  |  0.500  
  0.523  |  0.760  |  0.531  |  0.516  
  0.523  |  0.765  |  0.523  |  0.523  
  0.539  |  0.770  |  0.539  |  0.539  
  0.462  |  0.775  |  0.470  |  0.454  
  0.570  |  0.781  |  0.570  |  0.570  
  0.523  |  0.786  |  0.516  |  0.531  
  0.508  |  0.791  |  0.508  |  0.508  
  0.477  |  0.796  |  0.477  |  0.477  
  0.493  |  0.801  |  0.500  |  0.485  
  0.570  |  0.806  |  0.570  |  0.570  
  0.554  |  0.812  |  0.554  |  0.554  
  0.477  |  0.817  |  0.477  |  0.477  
  0.477  |  0.827  |  0.485  |  0.470  
  0.477  |  0.827  |  0.485  |  0.470  
  0.539  |  0.838  |  0.531  |  0.546  
  0.539  |  0.838  |  0.531  |  0.546  
  0.446  |  0.847  |  0.454  |  0.439  
  0.508  |  0.852  |  0.508  |  0.508  
  0.600  |  0.858  |  0.600  |  0.600  
  0.523  |  0.864  |  0.523  |  0.523  
  0.462  |  0.868  |  0.462  |  0.462  
  0.539  |  0.874  |  0.539  |  0.539  
  0.508  |  0.879  |  0.508  |  0.508  
  0.554  |  0.884  |  0.554  |  0.554  
  0.493  |  0.889  |  0.493  |  0.493  
  0.523  |  0.894  |  0.531  |  0.516  
  0.539  |  0.900  |  0.539  |  0.539  
  0.508  |  0.905  |  0.508  |  0.508  
  0.508  |  0.910  |  0.500  |  0.516  
  0.508  |  0.915  |  0.508  |  0.508  
  0.523  |  0.920  |  0.523  |  0.523  
  0.523  |  0.925  |  0.531  |  0.516  
  0.523  |  0.931  |  0.531  |  0.516  
  0.493  |  0.936  |  0.485  |  0.500  
  0.508  |  0.941  |  0.508  |  0.508  
  0.554  |  0.946  |  0.554  |  0.554  
  0.523  |  0.951  |  0.531  |  0.516  
  0.462  |  0.956  |  0.470  |  0.454  
  0.523  |  0.961  |  0.523  |  0.523  
  0.539  |  0.967  |  0.539  |  0.539  
  0.539  |  0.972  |  0.539  |  0.539  
  0.477  |  0.977  |  0.485  |  0.470  
  0.508  |  0.982  |  0.516  |  0.500  
  0.539  |  0.987  |  0.531  |  0.546  
  0.523  |  0.993  |  0.523  |  0.523  
  0.539  |  0.998  |  0.546  |  0.531  
  0.446  |  1.002  |  0.446  |  0.446  
  0.539  |  1.008  |  0.539  |  0.539  
  0.554  |  1.013  |  0.554  |  0.554  
  0.462  |  1.023  |  0.462  |  0.462  
  0.523  |  1.028  |  0.523  |  0.523  
  0.570  |  1.034  |  0.577  |  0.562  
  0.508  |  1.039  |  0.508  |  0.508  
  0.493  |  1.044  |  0.493  |  0.493  
  0.477  |  1.049  |  0.485  |  0.470  
  0.554  |  1.054  |  0.554  |  0.554  
  0.539  |  1.060  |  0.531  |  0.546  
  0.508  |  1.065  |  0.500  |  0.516  
  0.508  |  1.070  |  0.508  |  0.508  
  0.477  |  1.075  |  0.485  |  0.470  
  0.554  |  1.080  |  0.562  |  0.546  
  0.508  |  1.085  |  0.508  |  0.508  
  0.539  |  1.091  |  0.531  |  0.546  
  0.508  |  1.096  |  0.508  |  0.508  
  0.508  |  1.101  |  0.516  |  0.500  
  0.493  |  1.106  |  0.500  |  0.485  
  0.539  |  1.111  |  0.531  |  0.546  
  0.523  |  1.116  |  0.523  |  0.523  
  0.523  |  1.122  |  0.531  |  0.516  
  0.493  |  1.127  |  0.493  |  0.493  
  0.508  |  1.132  |  0.500  |  0.516  
  0.539  |  1.137  |  0.546  |  0.531  
  0.523  |  1.142  |  0.531  |  0.516  
  0.493  |  1.147  |  0.485  |  0.500  
  0.493  |  1.152  |  0.485  |  0.500  
  0.570  |  1.158  |  0.577  |  0.562  
  0.508  |  1.163  |  0.508  |  0.508  
  0.508  |  1.168  |  0.516  |  0.500  
  0.508  |  1.173  |  0.508  |  0.508  
  0.539  |  1.178  |  0.539  |  0.539  
  0.523  |  1.184  |  0.523  |  0.523  
  0.462  |  1.188  |  0.470  |  0.454  
  0.539  |  1.194  |  0.531  |  0.546  
  0.539  |  1.199  |  0.539  |  0.539  
  0.523  |  1.204  |  0.531  |  0.516  
  0.508  |  1.209  |  0.516  |  0.500  
  0.493  |  1.214  |  0.485  |  0.500  
  0.523  |  1.220  |  0.523  |  0.523  
  0.554  |  1.225  |  0.554  |  0.554  
  0.477  |  1.235  |  0.485  |  0.470  
  0.493  |  1.240  |  0.500  |  0.485  
  0.585  |  1.246  |  0.577  |  0.593  
  0.523  |  1.251  |  0.516  |  0.531  
  0.493  |  1.256  |  0.492  |  0.493  
  0.446  |  1.260  |  0.454  |  0.439  
  0.554  |  1.266  |  0.554  |  0.554  
  0.539  |  1.271  |  0.531  |  0.546  
  0.523  |  1.277  |  0.523  |  0.523  
  0.508  |  1.282  |  0.516  |  0.500  
  0.493  |  1.287  |  0.493  |  0.493  
  0.554  |  1.292  |  0.546  |  0.562  
  0.493  |  1.297  |  0.500  |  0.485  
  0.462  |  1.302  |  0.470  |  0.454  
  0.539  |  1.307  |  0.539  |  0.539  
  0.570  |  1.313  |  0.562  |  0.577  
  0.539  |  1.318  |  0.546  |  0.531  
  0.431  |  1.322  |  0.439  |  0.423  
  0.523  |  1.328  |  0.523  |  0.523  
  0.554  |  1.333  |  0.554  |  0.554  
  0.493  |  1.338  |  0.500  |  0.485  
  0.477  |  1.343  |  0.485  |  0.470  
  0.508  |  1.348  |  0.516  |  0.500  
  0.539  |  1.353  |  0.539  |  0.539  
  0.508  |  1.358  |  0.508  |  0.508  
  0.539  |  1.364  |  0.539  |  0.539  
  0.493  |  1.369  |  0.500  |  0.485  
  0.508  |  1.374  |  0.516  |  0.500  
  0.508  |  1.379  |  0.500  |  0.516  
  0.554  |  1.384  |  0.546  |  0.562  
  0.493  |  1.389  |  0.492  |  0.493  
  0.477  |  1.394  |  0.477  |  0.477  
  0.554  |  1.400  |  0.554  |  0.554  
  0.585  |  1.405  |  0.593  |  0.577  
  0.416  |  1.410  |  0.423  |  0.408  
  0.508  |  1.415  |  0.508  |  0.508  
  0.508  |  1.420  |  0.508  |  0.508  
  0.477  |  1.430  |  0.477  |  0.477  
  0.493  |  1.435  |  0.500  |  0.485  
  0.554  |  1.440  |  0.554  |  0.554  
  0.493  |  1.445  |  0.500  |  0.485  
  0.462  |  1.450  |  0.470  |  0.454  
  0.523  |  1.455  |  0.516  |  0.531  
  0.539  |  1.460  |  0.539  |  0.539  
  0.523  |  1.466  |  0.523  |  0.524  
  0.493  |  1.471  |  0.493  |  0.493  
  0.523  |  1.476  |  0.531  |  0.516  
  0.508  |  1.481  |  0.516  |  0.500  
  0.523  |  1.486  |  0.516  |  0.531  
  0.477  |  1.491  |  0.470  |  0.485  
  0.539  |  1.496  |  0.546  |  0.531  
  0.523  |  1.502  |  0.531  |  0.516  
  0.570  |  1.507  |  0.570  |  0.570  
  0.431  |  1.512  |  0.423  |  0.439  
  0.508  |  1.517  |  0.500  |  0.516  
  0.523  |  1.522  |  0.523  |  0.523  
  0.570  |  1.528  |  0.562  |  0.577  
  0.462  |  1.532  |  0.454  |  0.470  
  0.493  |  1.537  |  0.493  |  0.493  
  0.570  |  1.543  |  0.570  |  0.570  
  0.508  |  1.548  |  0.508  |  0.508  
  0.508  |  1.553  |  0.508  |  0.508  
  0.477  |  1.558  |  0.470  |  0.485  
  0.554  |  1.563  |  0.554  |  0.554  
  0.539  |  1.569  |  0.539  |  0.539  
  0.508  |  1.574  |  0.508  |  0.508  
  0.477  |  1.578  |  0.477  |  0.477  
  0.477  |  1.583  |  0.485  |  0.470  
  0.570  |  1.589  |  0.570  |  0.570  
  0.539  |  1.594  |  0.531  |  0.546  
  0.493  |  1.599  |  0.493  |  0.493  
  0.523  |  1.604  |  0.531  |  0.516  
  0.477  |  1.609  |  0.485  |  0.470  
  0.539  |  1.615  |  0.539  |  0.539  
  0.539  |  1.620  |  0.538  |  0.539  
  0.493  |  1.630  |  0.493  |  0.493  
  0.493  |  1.635  |  0.500  |  0.485  
  0.539  |  1.640  |  0.546  |  0.531  
  0.493  |  1.645  |  0.485  |  0.500  
  0.570  |  1.651  |  0.562  |  0.577  
  0.493  |  1.656  |  0.500  |  0.485  
  0.523  |  1.661  |  0.531  |  0.516  
  0.477  |  1.666  |  0.470  |  0.485  
  0.570  |  1.672  |  0.562  |  0.577  
  0.523  |  1.677  |  0.531  |  0.516  
  0.493  |  1.682  |  0.500  |  0.485  
  0.446  |  1.686  |  0.454  |  0.439  
  0.585  |  1.692  |  0.577  |  0.593  
  0.570  |  1.698  |  0.562  |  0.577  
  0.462  |  1.702  |  0.462  |  0.462  
  0.508  |  1.708  |  0.508  |  0.508  
  0.508  |  1.713  |  0.516  |  0.500  
  0.523  |  1.718  |  0.531  |  0.516  
  0.523  |  1.723  |  0.516  |  0.531  
  0.523  |  1.728  |  0.516  |  0.531  
  0.508  |  1.733  |  0.516  |  0.500  
  0.508  |  1.739  |  0.516  |  0.500  
  0.508  |  1.744  |  0.508  |  0.508  
  0.539  |  1.749  |  0.531  |  0.546  
  0.539  |  1.754  |  0.539  |  0.539  
  0.508  |  1.759  |  0.516  |  0.500  
  0.477  |  1.764  |  0.485  |  0.470  
  0.523  |  1.769  |  0.523  |  0.523  
  0.523  |  1.780  |  0.523  |  0.523  
  0.493  |  1.785  |  0.500  |  0.485  
  0.508  |  1.790  |  0.500  |  0.516  
  0.523  |  1.795  |  0.523  |  0.523  
  0.554  |  1.801  |  0.554  |  0.554  
  0.523  |  1.806  |  0.523  |  0.523  
  0.462  |  1.811  |  0.462  |  0.462  
  0.523  |  1.816  |  0.523  |  0.523  
  0.539  |  1.821  |  0.539  |  0.539  
  0.539  |  1.827  |  0.539  |  0.539  
  0.493  |  1.832  |  0.493  |  0.493  
  0.508  |  1.837  |  0.516  |  0.500  
  0.508  |  1.842  |  0.500  |  0.516  
  0.539  |  1.847  |  0.531  |  0.546  
  0.539  |  1.853  |  0.538  |  0.539  
  0.493  |  1.857  |  0.493  |  0.492  
  0.477  |  1.862  |  0.485  |  0.470  
  0.554  |  1.868  |  0.562  |  0.546  
  0.539  |  1.873  |  0.539  |  0.539  
  0.493  |  1.878  |  0.485  |  0.500  
  0.508  |  1.883  |  0.500  |  0.516  
  0.539  |  1.889  |  0.546  |  0.531  
  0.477  |  1.893  |  0.477  |  0.477  
  0.523  |  1.899  |  0.523  |  0.523  
  0.523  |  1.904  |  0.531  |  0.516  
  0.570  |  1.909  |  0.577  |  0.562  
  0.477  |  1.914  |  0.470  |  0.485  
  0.477  |  1.919  |  0.477  |  0.477  
  0.539  |  1.924  |  0.539  |  0.539  
  0.523  |  1.930  |  0.531  |  0.516  
  0.523  |  1.935  |  0.523  |  0.523  
  0.493  |  1.940  |  0.485  |  0.500  
  0.493  |  1.945  |  0.500  |  0.485  
  0.570  |  1.950  |  0.570  |  0.570  
  0.508  |  1.955  |  0.508  |  0.508  
  0.508  |  1.961  |  0.508  |  0.508  
  0.493  |  1.965  |  0.500  |  0.485  
  0.523  |  1.971  |  0.523  |  0.523  
  0.508  |  1.981  |  0.508  |  0.508  
  0.508  |  1.981  |  0.508  |  0.508  
  0.462  |  1.991  |  0.462  |  0.462  
  0.523  |  1.997  |  0.523  |  0.523  
  0.523  |  2.002  |  0.531  |  0.516  
  0.554  |  2.007  |  0.554  |  0.554  
  0.508  |  2.012  |  0.508  |  0.508  
  0.493  |  2.017  |  0.493  |  0.493  
  0.523  |  2.023  |  0.523  |  0.523  
  0.523  |  2.028  |  0.523  |  0.523  
  0.554  |  2.033  |  0.554  |  0.554  
  0.477  |  2.038  |  0.485  |  0.470  
  0.477  |  2.043  |  0.485  |  0.470  
  0.554  |  2.048  |  0.546  |  0.562  
  0.523  |  2.054  |  0.516  |  0.531  
  0.493  |  2.064  |  0.493  |  0.493  
  0.493  |  2.064  |  0.493  |  0.493  
  0.493  |  2.074  |  0.485  |  0.500  
  0.554  |  2.079  |  0.562  |  0.546  
  0.523  |  2.085  |  0.523  |  0.523  
  0.508  |  2.090  |  0.508  |  0.508  
  0.508  |  2.095  |  0.508  |  0.508  
  0.539  |  2.100  |  0.539  |  0.539  
  0.493  |  2.105  |  0.485  |  0.500  
  0.539  |  2.111  |  0.539  |  0.539  
  0.508  |  2.116  |  0.508  |  0.508  
  0.539  |  2.121  |  0.539  |  0.539  
  0.477  |  2.126  |  0.485  |  0.470  
  0.508  |  2.131  |  0.500  |  0.516  
  0.539  |  2.136  |  0.539  |  0.539  
  0.570  |  2.142  |  0.577  |  0.562  
  0.446  |  2.146  |  0.439  |  0.454  
  0.523  |  2.152  |  0.516  |  0.531  
  0.508  |  2.157  |  0.508  |  0.508  
  0.585  |  2.163  |  0.593  |  0.577  
  0.462  |  2.167  |  0.470  |  0.454  
  0.523  |  2.172  |  0.516  |  0.531  
  0.554  |  2.178  |  0.554  |  0.554  
  0.508  |  2.183  |  0.508  |  0.508  
  0.477  |  2.188  |  0.477  |  0.477  
  0.523  |  2.193  |  0.531  |  0.516  
  0.523  |  2.198  |  0.523  |  0.523  
  0.570  |  2.204  |  0.562  |  0.577  
  0.477  |  2.209  |  0.477  |  0.477  
  0.446  |  2.213  |  0.454  |  0.439  
  0.523  |  2.218  |  0.531  |  0.516  
  0.631  |  2.225  |  0.631  |  0.631  
  0.477  |  2.230  |  0.470  |  0.485  
  0.477  |  2.239  |  0.470  |  0.485  
  0.477  |  2.239  |  0.470  |  0.485  
  0.539  |  2.250  |  0.546  |  0.531  
  0.523  |  2.255  |  0.523  |  0.523  
  0.477  |  2.260  |  0.477  |  0.478  
  0.539  |  2.266  |  0.539  |  0.539  
  0.508  |  2.271  |  0.508  |  0.508  
  0.554  |  2.276  |  0.554  |  0.554  
  0.477  |  2.281  |  0.477  |  0.477  
  0.554  |  2.286  |  0.562  |  0.546  
  0.539  |  2.292  |  0.539  |  0.539  
  0.493  |  2.297  |  0.493  |  0.493  
  0.477  |  2.302  |  0.470  |  0.485  
  0.554  |  2.307  |  0.554  |  0.554  
  0.523  |  2.312  |  0.531  |  0.516  
  0.493  |  2.317  |  0.493  |  0.493  
  0.539  |  2.323  |  0.539  |  0.539  
  0.539  |  2.328  |  0.546  |  0.531  
  0.493  |  2.333  |  0.500  |  0.485  
  0.493  |  2.338  |  0.493  |  0.493  
  0.554  |  2.343  |  0.554  |  0.554  
  0.523  |  2.349  |  0.523  |  0.523  
  0.493  |  2.354  |  0.500  |  0.485  
  0.523  |  2.359  |  0.523  |  0.523  
  0.462  |  2.363  |  0.454  |  0.470  
  0.554  |  2.369  |  0.546  |  0.562  
  0.585  |  2.375  |  0.585  |  0.585  
  0.477  |  2.380  |  0.485  |  0.470  
  0.462  |  2.384  |  0.462  |  0.462  
  0.523  |  2.389  |  0.523  |  0.523  
  0.585  |  2.395  |  0.585  |  0.585  
  0.523  |  2.400  |  0.531  |  0.516  
  0.462  |  2.405  |  0.462  |  0.462  
  0.493  |  2.410  |  0.493  |  0.493  
  0.554  |  2.416  |  0.546  |  0.562  
  0.523  |  2.421  |  0.523  |  0.523  
  0.493  |  2.426  |  0.500  |  0.485  
  0.493  |  2.431  |  0.493  |  0.493  
  0.539  |  2.436  |  0.539  |  0.539  
  0.554  |  2.442  |  0.554  |  0.554  
  0.493  |  2.446  |  0.493  |  0.493  
  0.523  |  2.452  |  0.531  |  0.516  
  0.523  |  2.457  |  0.523  |  0.523  
  0.493  |  2.462  |  0.493  |  0.493  
  0.493  |  2.467  |  0.485  |  0.500  
  0.523  |  2.477  |  0.523  |  0.524  
  0.539  |  2.483  |  0.546  |  0.531  
  0.477  |  2.488  |  0.485  |  0.470  
  0.539  |  2.493  |  0.539  |  0.539  
  0.523  |  2.498  |  0.516  |  0.531  
  0.539  |  2.504  |  0.539  |  0.539  
  0.477  |  2.508  |  0.477  |  0.477  
  0.477  |  2.513  |  0.485  |  0.470  
  0.539  |  2.518  |  0.546  |  0.531  
  0.600  |  2.524  |  0.593  |  0.608  
  0.493  |  2.529  |  0.485  |  0.500  
  0.446  |  2.534  |  0.454  |  0.439  
  0.508  |  2.539  |  0.516  |  0.500  
  0.554  |  2.544  |  0.554  |  0.554  
  0.539  |  2.550  |  0.531  |  0.546  
  0.493  |  2.555  |  0.493  |  0.493  
  0.508  |  2.560  |  0.516  |  0.500  
  0.539  |  2.565  |  0.546  |  0.531  
  0.508  |  2.570  |  0.508  |  0.508  
  0.493  |  2.575  |  0.493  |  0.493  
  0.539  |  2.581  |  0.539  |  0.539  
  0.554  |  2.586  |  0.554  |  0.554  
  0.477  |  2.591  |  0.477  |  0.477  
  0.477  |  2.596  |  0.485  |  0.470  
  0.539  |  2.601  |  0.531  |  0.546  
  0.585  |  2.607  |  0.585  |  0.585  
  0.477  |  2.612  |  0.485  |  0.470  
  0.462  |  2.616  |  0.462  |  0.462  
  0.539  |  2.622  |  0.531  |  0.546  
  0.570  |  2.627  |  0.577  |  0.562  
  0.477  |  2.632  |  0.485  |  0.470  
  0.493  |  2.637  |  0.493  |  0.493  
  0.508  |  2.642  |  0.508  |  0.508  
  0.554  |  2.648  |  0.554  |  0.554  
  0.539  |  2.653  |  0.531  |  0.546  
  0.462  |  2.663  |  0.462  |  0.462  
  0.462  |  2.663  |  0.462  |  0.462  
  0.539  |  2.673  |  0.539  |  0.539  
  0.539  |  2.679  |  0.539  |  0.539  
  0.508  |  2.684  |  0.500  |  0.516  
  0.493  |  2.689  |  0.500  |  0.485  
  0.493  |  2.694  |  0.493  |  0.493  
  0.539  |  2.699  |  0.531  |  0.546  
  0.508  |  2.704  |  0.500  |  0.516  
  0.570  |  2.710  |  0.570  |  0.570  
  0.493  |  2.715  |  0.493  |  0.492  
  0.477  |  2.719  |  0.477  |  0.477  
  0.508  |  2.725  |  0.516  |  0.500  
  0.554  |  2.730  |  0.554  |  0.554  
  0.539  |  2.735  |  0.531  |  0.546  
  0.462  |  2.740  |  0.454  |  0.470  
  0.508  |  2.745  |  0.516  |  0.500  
  0.539  |  2.751  |  0.539  |  0.539  
  0.554  |  2.756  |  0.562  |  0.546  
  0.477  |  2.761  |  0.485  |  0.470  
  0.508  |  2.766  |  0.500  |  0.516  
  0.508  |  2.771  |  0.500  |  0.516  
  0.554  |  2.777  |  0.562  |  0.546  
  0.508  |  2.782  |  0.508  |  0.508  
  0.523  |  2.787  |  0.516  |  0.531  
  0.477  |  2.792  |  0.485  |  0.470  
  0.554  |  2.797  |  0.562  |  0.546  
  0.493  |  2.802  |  0.485  |  0.500  
  0.585  |  2.808  |  0.585  |  0.585  
  0.477  |  2.813  |  0.485  |  0.470  
  0.477  |  2.817  |  0.477  |  0.477  
  0.508  |  2.823  |  0.516  |  0.500  
  0.600  |  2.829  |  0.593  |  0.608  
  0.570  |  2.834  |  0.569  |  0.570  
  0.431  |  2.843  |  0.431  |  0.431  
  0.431  |  2.843  |  0.431  |  0.431  
  0.554  |  2.854  |  0.554  |  0.554  
  0.554  |  2.854  |  0.554  |  0.554  
  0.431  |  2.864  |  0.431  |  0.431  
  0.523  |  2.869  |  0.531  |  0.516  
  0.539  |  2.875  |  0.539  |  0.539  
  0.570  |  2.880  |  0.570  |  0.569  
  0.477  |  2.885  |  0.470  |  0.485  
  0.446  |  2.889  |  0.454  |  0.439  
  0.508  |  2.895  |  0.508  |  0.508  
  0.585  |  2.900  |  0.577  |  0.593  
  0.554  |  2.906  |  0.554  |  0.554  
  0.416  |  2.910  |  0.423  |  0.408  
  0.477  |  2.915  |  0.485  |  0.470  
  0.523  |  2.920  |  0.531  |  0.516  
  0.539  |  2.925  |  0.546  |  0.531  
  0.493  |  2.930  |  0.493  |  0.493  
  0.508  |  2.935  |  0.516  |  0.500  
  0.477  |  2.940  |  0.477  |  0.477  
  0.523  |  2.945  |  0.531  |  0.516  
  0.508  |  2.951  |  0.508  |  0.508  
  0.554  |  2.956  |  0.554  |  0.554  
  0.493  |  2.961  |  0.500  |  0.485  
  0.477  |  2.966  |  0.477  |  0.477  
  0.523  |  2.971  |  0.523  |  0.523  
  0.539  |  2.976  |  0.539  |  0.539  
  0.508  |  2.981  |  0.516  |  0.500  
  0.508  |  2.987  |  0.508  |  0.508  
