CPU Frequency: 1000mhz
starting lcm thread... 
starting setpoint thread... 
starting print thread... 
initializing imu... 
initializing controller...
initializing motors...
initializing odometry...
attaching imu interupt...
we are running!!!

RUNNING...
SENSORS | ODOMETRY |
  X_DOT  |    X    |
  0.699  |  2.799  |  0.699  |  0.699  
  0.699  |  2.834  |  0.699  |  0.699  
  0.705  |  2.869  |  0.705  |  0.705  
  0.702  |  2.904  |  0.702  |  0.702  
  0.696  |  2.939  |  0.696  |  0.696  
  0.702  |  2.974  |  0.702  |  0.702  
  0.702  |  3.009  |  0.702  |  0.702  
  0.699  |  3.044  |  0.699  |  0.699  
  0.705  |  3.080  |  0.705  |  0.705  
  0.696  |  3.114  |  0.696  |  0.696  
  0.699  |  3.149  |  0.699  |  0.699  
  0.702  |  3.184  |  0.702  |  0.702  
  0.705  |  3.220  |  0.705  |  0.705  
  0.690  |  3.254  |  0.689  |  0.690  
  0.705  |  3.289  |  0.705  |  0.705  
  0.693  |  3.324  |  0.693  |  0.693  
  0.702  |  3.359  |  0.702  |  0.702  
  0.699  |  3.394  |  0.699  |  0.699  
  0.702  |  3.429  |  0.702  |  0.702  
  1.065  |  3.482  |  1.065  |  1.065  
  0.643  |  3.515  |  0.643  |  0.643  
  0.582  |  3.544  |  0.582  |  0.582  
  0.570  |  3.572  |  0.570  |  0.570  
  0.610  |  3.603  |  0.610  |  0.610  
  0.659  |  3.636  |  0.659  |  0.659  
  0.699  |  3.671  |  0.699  |  0.699  
  0.724  |  3.707  |  0.723  |  0.724  
  0.730  |  3.743  |  0.730  |  0.730  
  0.714  |  3.815  |  0.714  |  0.714  
  0.705  |  3.850  |  0.705  |  0.705  
  0.699  |  3.885  |  0.699  |  0.699  
  0.687  |  3.920  |  0.687  |  0.687  
  0.699  |  3.955  |  0.699  |  0.699  
  0.696  |  3.989  |  0.696  |  0.696  
  0.693  |  4.024  |  0.693  |  0.693  
  0.702  |  4.059  |  0.702  |  0.702  
  0.705  |  4.094  |  0.705  |  0.705  
  0.699  |  4.129  |  0.699  |  0.699  
  0.705  |  4.165  |  0.705  |  0.705  
  0.699  |  4.200  |  0.699  |  0.699  
  0.705  |  4.235  |  0.705  |  0.705  
  0.699  |  4.270  |  0.699  |  0.699  
  0.690  |  4.304  |  0.689  |  0.690  
  0.705  |  4.339  |  0.705  |  0.705  
  0.699  |  4.374  |  0.699  |  0.699  
  0.702  |  4.409  |  0.702  |  0.702  
  0.699  |  4.444  |  0.699  |  0.699  
  0.702  |  4.480  |  0.702  |  0.702  
  0.702  |  4.515  |  0.702  |  0.702  
  0.696  |  4.549  |  0.696  |  0.696  
  0.699  |  4.584  |  0.699  |  0.699  
  0.708  |  4.620  |  0.708  |  0.708  
  0.696  |  4.655  |  0.696  |  0.696  
  0.702  |  4.690  |  0.702  |  0.702  
  0.696  |  4.724  |  0.696  |  0.696  
  0.699  |  4.759  |  0.699  |  0.699  
  0.702  |  4.794  |  0.702  |  0.702  
  0.696  |  4.829  |  0.696  |  0.696  
  0.699  |  4.864  |  0.699  |  0.699  
  0.702  |  4.899  |  0.702  |  0.702  
  0.702  |  4.934  |  0.702  |  0.702  
  0.711  |  4.970  |  0.711  |  0.711  
  0.693  |  5.005  |  0.693  |  0.693  
  0.705  |  5.040  |  0.705  |  0.705  
  0.693  |  5.074  |  0.693  |  0.693  
  0.699  |  5.109  |  0.699  |  0.699  
  0.705  |  5.145  |  0.705  |  0.705  
  0.702  |  5.180  |  0.702  |  0.702  
  0.690  |  5.214  |  0.690  |  0.690  
  0.699  |  5.249  |  0.699  |  0.699  
  0.702  |  5.284  |  0.702  |  0.702  
  0.702  |  5.319  |  0.702  |  0.702  
  0.705  |  5.355  |  0.705  |  0.705  
  0.702  |  5.390  |  0.702  |  0.702  
  0.705  |  5.425  |  0.705  |  0.705  
  0.696  |  5.460  |  0.696  |  0.696  
  0.702  |  5.495  |  0.702  |  0.702  
  0.693  |  5.530  |  0.693  |  0.693  
  0.699  |  5.564  |  0.699  |  0.699  
  0.705  |  5.600  |  0.705  |  0.705  
  0.696  |  5.634  |  0.696  |  0.696  
  0.702  |  5.670  |  0.702  |  0.702  
  0.699  |  5.705  |  0.699  |  0.699  
  0.702  |  5.740  |  0.702  |  0.702  
  0.702  |  5.775  |  0.702  |  0.702  
  0.696  |  5.810  |  0.696  |  0.696  
  0.705  |  5.845  |  0.705  |  0.705  
  0.696  |  5.880  |  0.696  |  0.696  
  0.705  |  5.915  |  0.705  |  0.705  
  0.702  |  5.950  |  0.702  |  0.702  
  0.693  |  5.985  |  0.693  |  0.693  
  0.702  |  6.020  |  0.702  |  0.702  
  0.702  |  6.055  |  0.702  |  0.702  
  0.696  |  6.090  |  0.696  |  0.696  
  0.702  |  6.125  |  0.702  |  0.702  
  0.699  |  6.160  |  0.699  |  0.699  
  0.705  |  6.195  |  0.705  |  0.705  
  0.705  |  6.230  |  0.705  |  0.705  
  0.696  |  6.265  |  0.696  |  0.696  
  0.702  |  6.300  |  0.702  |  0.702  
  0.693  |  6.335  |  0.693  |  0.693  
  0.699  |  6.370  |  0.699  |  0.699  
  0.702  |  6.405  |  0.702  |  0.702  
  0.696  |  6.439  |  0.696  |  0.696  
  0.705  |  6.475  |  0.705  |  0.705  
  0.702  |  6.510  |  0.702  |  0.702  
  0.702  |  6.545  |  0.702  |  0.702  
  0.702  |  6.580  |  0.702  |  0.702  
  0.696  |  6.615  |  0.696  |  0.696  
  0.702  |  6.650  |  0.702  |  0.702  
  0.696  |  6.685  |  0.696  |  0.696  
  0.702  |  6.720  |  0.702  |  0.702  
  0.702  |  6.755  |  0.702  |  0.702  
  0.693  |  6.789  |  0.693  |  0.693  
  0.702  |  6.825  |  0.702  |  0.702  
  0.699  |  6.859  |  0.699  |  0.699  
  0.702  |  6.895  |  0.702  |  0.702  
  0.699  |  6.930  |  0.699  |  0.699  
  0.717  |  6.965  |  0.717  |  0.717  
  0.588  |  6.995  |  0.588  |  0.588  
  0.329  |  7.011  |  0.329  |  0.330  
  0.055  |  7.014  |  0.055  |  0.055  
 -0.065  |  7.011  | -0.065  | -0.065  
 -0.095  |  7.006  | -0.096  | -0.095  
 -0.071  |  7.002  | -0.071  | -0.071  
 -0.034  |  7.001  | -0.034  | -0.034  
 -0.006  |  7.000  | -0.006  | -0.006  
  0.000  |  7.000  | -0.002  |  0.002  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  
  0.000  |  7.000  |  0.000  |  0.000  

received SIGINT Ctrl-C
