CPU Frequency: 1000mhz
starting lcm thread... 
starting setpoint thread... 
starting print thread... 
initializing imu... 
initializing controller...
initializing motors...
initializing odometry...
attaching imu interupt...
we are running!!!

RUNNING...
SENSORS | ODOMETRY |
  X_DOT  |    X    |
  0.400  |  0.207  |  0.400  |  0.400  
  0.431  |  0.211  |  0.431  |  0.431  
  0.431  |  0.215  |  0.431  |  0.431  
  0.400  |  0.219  |  0.400  |  0.400  
  0.416  |  0.223  |  0.416  |  0.416  
  0.416  |  0.228  |  0.416  |  0.416  
  0.446  |  0.232  |  0.446  |  0.446  
  0.400  |  0.236  |  0.408  |  0.393  
  0.446  |  0.240  |  0.454  |  0.439  
  0.431  |  0.245  |  0.423  |  0.439  
  0.462  |  0.249  |  0.462  |  0.462  
  0.416  |  0.254  |  0.416  |  0.416  
  0.400  |  0.258  |  0.408  |  0.393  
  0.446  |  0.262  |  0.446  |  0.446  
  0.493  |  0.267  |  0.493  |  0.493  
  0.431  |  0.271  |  0.431  |  0.431  
  0.446  |  0.276  |  0.446  |  0.446  
  0.431  |  0.280  |  0.431  |  0.431  
  0.431  |  0.284  |  0.423  |  0.439  
  0.431  |  0.293  |  0.431  |  0.431  
  0.493  |  0.298  |  0.493  |  0.493  
  0.477  |  0.303  |  0.477  |  0.477  
  0.431  |  0.307  |  0.439  |  0.423  
  0.462  |  0.312  |  0.462  |  0.462  
  0.477  |  0.317  |  0.477  |  0.477  
  0.462  |  0.321  |  0.462  |  0.462  
  0.446  |  0.326  |  0.454  |  0.439  
  0.477  |  0.330  |  0.477  |  0.477  
  0.477  |  0.335  |  0.470  |  0.485  
  0.446  |  0.340  |  0.446  |  0.446  
  0.508  |  0.345  |  0.516  |  0.500  
  0.477  |  0.350  |  0.477  |  0.477  
  0.477  |  0.354  |  0.477  |  0.477  
  0.462  |  0.359  |  0.462  |  0.462  
  0.462  |  0.364  |  0.462  |  0.462  
  0.493  |  0.369  |  0.500  |  0.485  
  0.493  |  0.373  |  0.500  |  0.485  
  0.462  |  0.378  |  0.462  |  0.462  
  0.508  |  0.383  |  0.500  |  0.516  
  0.477  |  0.388  |  0.477  |  0.477  
  0.462  |  0.393  |  0.470  |  0.454  
  0.508  |  0.398  |  0.508  |  0.508  
  0.523  |  0.403  |  0.516  |  0.531  
  0.508  |  0.408  |  0.500  |  0.516  
  0.462  |  0.413  |  0.470  |  0.454  
  0.477  |  0.417  |  0.477  |  0.477  
  0.493  |  0.422  |  0.500  |  0.485  
  0.493  |  0.427  |  0.500  |  0.485  
  0.508  |  0.432  |  0.500  |  0.516  
  0.493  |  0.437  |  0.485  |  0.500  
  0.523  |  0.442  |  0.531  |  0.516  
  0.554  |  0.448  |  0.562  |  0.546  
  0.477  |  0.453  |  0.477  |  0.477  
  0.477  |  0.462  |  0.485  |  0.470  
  0.523  |  0.467  |  0.531  |  0.516  
  0.554  |  0.473  |  0.546  |  0.562  
  0.508  |  0.478  |  0.500  |  0.516  
  0.523  |  0.483  |  0.523  |  0.523  
  0.523  |  0.489  |  0.523  |  0.523  
  0.508  |  0.494  |  0.508  |  0.508  
  0.508  |  0.499  |  0.516  |  0.500  
  0.539  |  0.504  |  0.539  |  0.539  
  0.508  |  0.509  |  0.500  |  0.516  
  0.539  |  0.515  |  0.539  |  0.539  
  0.523  |  0.520  |  0.531  |  0.516  
  0.493  |  0.525  |  0.500  |  0.485  
  0.554  |  0.530  |  0.554  |  0.554  
  0.554  |  0.536  |  0.554  |  0.554  
  0.493  |  0.541  |  0.485  |  0.500  
  0.523  |  0.546  |  0.523  |  0.523  
  0.585  |  0.552  |  0.593  |  0.577  
  0.523  |  0.557  |  0.531  |  0.516  
  0.508  |  0.562  |  0.508  |  0.508  
  0.554  |  0.568  |  0.546  |  0.562  
  0.508  |  0.573  |  0.500  |  0.516  
  0.585  |  0.579  |  0.585  |  0.585  
  0.508  |  0.584  |  0.508  |  0.508  
  0.570  |  0.589  |  0.570  |  0.570  
  0.523  |  0.595  |  0.523  |  0.523  
  0.554  |  0.600  |  0.562  |  0.546  
  0.523  |  0.605  |  0.531  |  0.516  
  0.585  |  0.611  |  0.585  |  0.585  
  0.554  |  0.617  |  0.554  |  0.554  
  0.523  |  0.622  |  0.523  |  0.523  
  0.570  |  0.628  |  0.570  |  0.570  
  0.570  |  0.633  |  0.570  |  0.570  
  0.508  |  0.639  |  0.508  |  0.508  
  0.539  |  0.644  |  0.539  |  0.539  
  0.570  |  0.650  |  0.570  |  0.570  
  0.585  |  0.655  |  0.585  |  0.585  
  0.570  |  0.661  |  0.570  |  0.570  
  0.523  |  0.666  |  0.531  |  0.516  
  0.585  |  0.672  |  0.585  |  0.585  
  0.570  |  0.678  |  0.570  |  0.570  
  0.539  |  0.689  |  0.539  |  0.539  
  0.585  |  0.695  |  0.585  |  0.585  
  0.585  |  0.700  |  0.593  |  0.577  
  0.539  |  0.706  |  0.531  |  0.546  
  0.570  |  0.711  |  0.570  |  0.570  
  0.554  |  0.717  |  0.554  |  0.554  
  0.585  |  0.723  |  0.593  |  0.577  
  0.554  |  0.728  |  0.554  |  0.554  
  0.585  |  0.734  |  0.593  |  0.577  
  0.585  |  0.740  |  0.577  |  0.593  
  0.554  |  0.746  |  0.554  |  0.554  
  0.585  |  0.751  |  0.585  |  0.585  
  0.539  |  0.757  |  0.546  |  0.531  
  0.585  |  0.763  |  0.593  |  0.577  
  0.570  |  0.768  |  0.562  |  0.577  
  0.600  |  0.774  |  0.593  |  0.608  
  0.585  |  0.780  |  0.585  |  0.585  
  0.600  |  0.786  |  0.600  |  0.600  
  0.523  |  0.792  |  0.523  |  0.523  
  0.616  |  0.798  |  0.616  |  0.616  
  0.554  |  0.803  |  0.554  |  0.554  
  0.631  |  0.810  |  0.639  |  0.623  
  0.539  |  0.815  |  0.531  |  0.546  
  0.600  |  0.821  |  0.600  |  0.600  
  0.585  |  0.827  |  0.585  |  0.585  
  0.616  |  0.833  |  0.616  |  0.616  
  0.570  |  0.839  |  0.577  |  0.562  
  0.600  |  0.845  |  0.600  |  0.600  
  0.616  |  0.851  |  0.623  |  0.608  
  0.585  |  0.857  |  0.585  |  0.585  
  0.523  |  0.862  |  0.523  |  0.523  
  0.662  |  0.868  |  0.662  |  0.662  
  0.585  |  0.874  |  0.585  |  0.585  
  0.554  |  0.880  |  0.554  |  0.554  
  0.585  |  0.886  |  0.585  |  0.585  
  0.554  |  0.898  |  0.562  |  0.546  
  0.554  |  0.898  |  0.562  |  0.693  
  0.462  |  0.909  |  0.454  |  0.470  
  0.662  |  0.916  |  0.662  |  0.662  
  0.647  |  0.923  |  0.647  |  0.646  
  0.585  |  0.928  |  0.577  |  0.593  
  0.508  |  0.933  |  0.500  |  0.516  
  0.585  |  0.939  |  0.585  |  0.585  
  0.600  |  0.945  |  0.593  |  0.608  
  0.647  |  0.952  |  0.639  |  0.654  
  0.570  |  0.957  |  0.570  |  0.570  
  0.585  |  0.969  |  0.585  |  0.585  
  0.585  |  0.969  |  0.585  |  0.585  
  0.585  |  0.981  |  0.585  |  0.585  
  0.585  |  0.987  |  0.577  |  0.593  
  0.570  |  0.993  |  0.577  |  0.562  
  0.616  |  0.999  |  0.608  |  0.623  
  0.600  |  1.005  |  0.593  |  0.608  
  0.662  |  1.012  |  0.662  |  0.662  
  0.585  |  1.017  |  0.585  |  0.585  
  0.585  |  1.023  |  0.585  |  0.585  
  0.600  |  1.029  |  0.593  |  0.608  
  0.585  |  1.035  |  0.585  |  0.585  
  0.616  |  1.041  |  0.608  |  0.623  
  0.600  |  1.047  |  0.600  |  0.600  
  0.600  |  1.053  |  0.600  |  0.600  
  0.631  |  1.060  |  0.623  |  0.639  
  0.631  |  1.066  |  0.623  |  0.639  
  0.585  |  1.072  |  0.585  |  0.585  
  0.600  |  1.078  |  0.608  |  0.593  
  0.600  |  1.084  |  0.593  |  0.608  
  0.600  |  1.090  |  0.600  |  0.600  
  0.616  |  1.096  |  0.616  |  0.616  
  0.631  |  1.102  |  0.623  |  0.639  
  0.600  |  1.108  |  0.593  |  0.608  
  0.616  |  1.114  |  0.608  |  0.623  
  0.616  |  1.121  |  0.616  |  0.616  
  0.600  |  1.127  |  0.608  |  0.593  
  0.600  |  1.133  |  0.600  |  0.600  
  0.647  |  1.139  |  0.646  |  0.647  
  0.600  |  1.145  |  0.593  |  0.608  
  0.631  |  1.151  |  0.623  |  0.639  
  0.647  |  1.158  |  0.647  |  0.647  
  0.570  |  1.164  |  0.570  |  0.570  
  0.647  |  1.170  |  0.647  |  0.647  
  0.585  |  1.176  |  0.585  |  0.585  
  0.631  |  1.182  |  0.631  |  0.631  
  0.600  |  1.188  |  0.593  |  0.608  
  0.647  |  1.195  |  0.639  |  0.654  
  0.647  |  1.201  |  0.647  |  0.647  
  0.600  |  1.213  |  0.600  |  0.600  
  0.600  |  1.213  |  0.600  |  0.600  
  0.600  |  1.226  |  0.593  |  0.608  
  0.585  |  1.232  |  0.577  |  0.593  
  0.616  |  1.238  |  0.616  |  0.616  
  0.662  |  1.245  |  0.662  |  0.662  
  0.647  |  1.251  |  0.639  |  0.654  
  0.631  |  1.257  |  0.631  |  0.631  
  0.570  |  1.263  |  0.577  |  0.562  
  0.662  |  1.270  |  0.654  |  0.670  
  0.631  |  1.276  |  0.623  |  0.639  
  0.631  |  1.282  |  0.631  |  0.631  
  0.631  |  1.289  |  0.631  |  0.631  
  0.647  |  1.295  |  0.639  |  0.654  
  0.616  |  1.301  |  0.616  |  0.616  
  0.647  |  1.308  |  0.647  |  0.647  
  0.616  |  1.314  |  0.616  |  0.616  
  0.647  |  1.320  |  0.647  |  0.647  
  0.600  |  1.326  |  0.593  |  0.608  
  0.647  |  1.333  |  0.654  |  0.639  
  0.616  |  1.339  |  0.616  |  0.616  
  0.616  |  1.345  |  0.608  |  0.623  
  0.647  |  1.352  |  0.639  |  0.654  
  0.647  |  1.358  |  0.639  |  0.654  
  0.647  |  1.364  |  0.647  |  0.647  
  0.677  |  1.371  |  0.677  |  0.677  
  0.600  |  1.377  |  0.600  |  0.600  
  0.662  |  1.384  |  0.662  |  0.662  
  0.585  |  1.390  |  0.577  |  0.593  
  0.647  |  1.396  |  0.647  |  0.647  
  0.631  |  1.402  |  0.631  |  0.631  
  0.647  |  1.409  |  0.639  |  0.654  
  0.616  |  1.415  |  0.608  |  0.623  
  0.647  |  1.422  |  0.639  |  0.654  
  0.677  |  1.428  |  0.677  |  0.677  
  0.647  |  1.435  |  0.654  |  0.639  
  0.616  |  1.441  |  0.616  |  0.616  
  0.631  |  1.447  |  0.631  |  0.631  
  0.647  |  1.454  |  0.647  |  0.647  
  0.662  |  1.460  |  0.654  |  0.670  
  0.662  |  1.467  |  0.654  |  0.670  
  0.585  |  1.479  |  0.593  |  0.577  
  0.631  |  1.485  |  0.631  |  0.631  
  0.708  |  1.493  |  0.708  |  0.708  
  0.662  |  1.499  |  0.654  |  0.670  
  0.600  |  1.505  |  0.600  |  0.600  
  0.631  |  1.511  |  0.631  |  0.631  
  0.677  |  1.518  |  0.677  |  0.677  
  0.662  |  1.525  |  0.654  |  0.670  
  0.616  |  1.531  |  0.608  |  0.623  
  0.662  |  1.538  |  0.662  |  0.662  
  0.631  |  1.544  |  0.639  |  0.623  
  0.662  |  1.551  |  0.654  |  0.670  
  0.677  |  1.557  |  0.677  |  0.677  
  0.616  |  1.563  |  0.608  |  0.623  
  0.662  |  1.570  |  0.654  |  0.670  
  0.631  |  1.576  |  0.639  |  0.623  
  0.662  |  1.583  |  0.662  |  0.662  
  0.647  |  1.589  |  0.639  |  0.654  
  0.693  |  1.596  |  0.693  |  0.693  
  0.616  |  1.603  |  0.623  |  0.608  
  0.662  |  1.609  |  0.662  |  0.662  
  0.600  |  1.615  |  0.600  |  0.600  
  0.739  |  1.623  |  0.731  |  0.747  
  0.647  |  1.629  |  0.639  |  0.654  
  0.600  |  1.635  |  0.600  |  0.600  
  0.647  |  1.642  |  0.647  |  0.647  
  0.724  |  1.649  |  0.724  |  0.724  
  0.631  |  1.655  |  0.631  |  0.631  
  0.616  |  1.668  |  0.616  |  0.616  
  0.616  |  1.668  |  0.616  |  0.616  
  0.647  |  1.681  |  0.647  |  0.647  
  0.647  |  1.681  |  0.647  |  0.647  
  0.600  |  1.694  |  0.600  |  0.600  
  0.693  |  1.701  |  0.700  |  0.685  
  0.677  |  1.708  |  0.670  |  0.685  
  0.631  |  1.714  |  0.623  |  0.639  
  0.616  |  1.720  |  0.616  |  0.616  
  0.647  |  1.727  |  0.654  |  0.639  
  0.754  |  1.734  |  0.754  |  0.754  
  0.631  |  1.741  |  0.623  |  0.639  
  0.662  |  1.747  |  0.654  |  0.670  
  0.647  |  1.754  |  0.647  |  0.647  
  0.662  |  1.760  |  0.662  |  0.662  
  0.662  |  1.767  |  0.662  |  0.662  
  0.662  |  1.774  |  0.662  |  0.662  
  0.662  |  1.780  |  0.654  |  0.670  
  0.662  |  1.787  |  0.662  |  0.662  
  0.647  |  1.793  |  0.647  |  0.647  
  0.616  |  1.799  |  0.608  |  0.623  
  0.677  |  1.806  |  0.677  |  0.677  
  0.693  |  1.813  |  0.693  |  0.693  
  0.662  |  1.820  |  0.662  |  0.662  
  0.631  |  1.826  |  0.631  |  0.631  
  0.693  |  1.833  |  0.693  |  0.693  
  0.693  |  1.840  |  0.685  |  0.700  
  0.677  |  1.847  |  0.677  |  0.677  
  0.616  |  1.853  |  0.623  |  0.608  
  0.616  |  1.859  |  0.608  |  0.623  
  0.677  |  1.866  |  0.670  |  0.685  
  0.693  |  1.873  |  0.693  |  0.693  
  0.662  |  1.879  |  0.662  |  0.662  
  0.677  |  1.886  |  0.677  |  0.677  
  0.693  |  1.893  |  0.693  |  0.693  
  0.662  |  1.900  |  0.670  |  0.654  
  0.631  |  1.906  |  0.623  |  0.639  
  0.662  |  1.913  |  0.654  |  0.670  
  0.647  |  1.926  |  0.647  |  0.647  
  0.693  |  1.933  |  0.700  |  0.685  
  0.662  |  1.939  |  0.654  |  0.670  
  0.677  |  1.946  |  0.670  |  0.685  
  0.662  |  1.953  |  0.662  |  0.662  
  0.677  |  1.960  |  0.677  |  0.677  
  0.662  |  1.966  |  0.662  |  0.662  
  0.647  |  1.973  |  0.647  |  0.647  
  0.708  |  1.980  |  0.708  |  0.708  
  0.631  |  1.986  |  0.623  |  0.639  
  0.693  |  1.993  |  0.685  |  0.700  
  0.631  |  1.999  |  0.623  |  0.639  
  0.708  |  2.006  |  0.708  |  0.708  
  0.662  |  2.013  |  0.670  |  0.654  
  0.693  |  2.020  |  0.693  |  0.693  
  0.662  |  2.026  |  0.662  |  0.662  
  0.677  |  2.033  |  0.677  |  0.677  
  0.662  |  2.040  |  0.662  |  0.662  
  0.662  |  2.046  |  0.654  |  0.670  
  0.662  |  2.053  |  0.654  |  0.670  
  0.677  |  2.060  |  0.685  |  0.670  
  0.708  |  2.067  |  0.708  |  0.708  
  0.647  |  2.073  |  0.639  |  0.654  
  0.631  |  2.080  |  0.639  |  0.623  
  0.677  |  2.086  |  0.670  |  0.685  
  0.677  |  2.093  |  0.677  |  0.677  
  0.708  |  2.100  |  0.708  |  0.708  
  0.708  |  2.107  |  0.708  |  0.708  
  0.631  |  2.114  |  0.631  |  0.631  
  0.662  |  2.120  |  0.662  |  0.662  
  0.647  |  2.127  |  0.639  |  0.654  
  0.677  |  2.134  |  0.677  |  0.677  
  0.677  |  2.140  |  0.685  |  0.670  
  0.693  |  2.147  |  0.685  |  0.700  
  0.693  |  2.154  |  0.693  |  0.693  
  0.677  |  2.161  |  0.670  |  0.685  
  0.677  |  2.168  |  0.677  |  0.677  
  0.662  |  2.174  |  0.662  |  0.662  
  0.677  |  2.181  |  0.677  |  0.677  
  0.662  |  2.195  |  0.662  |  0.662  
  0.662  |  2.201  |  0.670  |  0.654  
  0.708  |  2.208  |  0.716  |  0.700  
  0.647  |  2.215  |  0.647  |  0.647  
  0.708  |  2.222  |  0.708  |  0.708  
  0.647  |  2.228  |  0.639  |  0.654  
  0.708  |  2.235  |  0.708  |  0.708  
  0.647  |  2.242  |  0.647  |  0.647  
  0.708  |  2.249  |  0.708  |  0.708  
  0.647  |  2.255  |  0.647  |  0.647  
  0.662  |  2.262  |  0.662  |  0.662  
  0.724  |  2.269  |  0.724  |  0.724  
  0.662  |  2.276  |  0.654  |  0.670  
  0.631  |  2.282  |  0.631  |  0.631  
  0.724  |  2.289  |  0.724  |  0.724  
  0.662  |  2.296  |  0.670  |  0.654  
  0.739  |  2.303  |  0.731  |  0.747  
  0.647  |  2.310  |  0.647  |  0.647  
  0.677  |  2.317  |  0.670  |  0.685  
  0.708  |  2.324  |  0.708  |  0.708  
  0.647  |  2.330  |  0.654  |  0.639  
  0.662  |  2.337  |  0.662  |  0.662  
  0.677  |  2.343  |  0.670  |  0.685  
  0.677  |  2.350  |  0.677  |  0.677  
  0.693  |  2.357  |  0.685  |  0.700  
  0.647  |  2.364  |  0.654  |  0.639  
  0.693  |  2.371  |  0.693  |  0.693  
  0.739  |  2.378  |  0.739  |  0.739  
  0.631  |  2.384  |  0.623  |  0.639  
  0.631  |  2.391  |  0.623  |  0.639  
  0.693  |  2.397  |  0.685  |  0.700  
  0.724  |  2.405  |  0.731  |  0.716  
  0.662  |  2.411  |  0.662  |  0.662  
  0.724  |  2.419  |  0.724  |  0.724  
  0.631  |  2.425  |  0.623  |  0.639  
  0.677  |  2.439  |  0.677  |  0.677  
  0.693  |  2.445  |  0.693  |  0.693  
  0.677  |  2.452  |  0.685  |  0.670  
  0.693  |  2.459  |  0.685  |  0.700  
  0.693  |  2.466  |  0.693  |  0.693  
  0.708  |  2.473  |  0.708  |  0.708  
  0.616  |  2.479  |  0.616  |  0.616  
  0.708  |  2.486  |  0.708  |  0.708  
  0.677  |  2.493  |  0.685  |  0.670  
  0.739  |  2.501  |  0.739  |  0.739  
  0.616  |  2.507  |  0.608  |  0.623  
  0.708  |  2.514  |  0.708  |  0.708  
  0.662  |  2.520  |  0.662  |  0.662  
  0.739  |  2.528  |  0.739  |  0.739  
  0.647  |  2.534  |  0.647  |  0.647  
  0.739  |  2.542  |  0.739  |  0.739  
  0.647  |  2.548  |  0.647  |  0.647  
  0.724  |  2.555  |  0.724  |  0.724  
  0.693  |  2.562  |  0.693  |  0.693  
  0.647  |  2.569  |  0.654  |  0.639  
  0.677  |  2.576  |  0.670  |  0.685  
  0.647  |  2.582  |  0.647  |  0.647  
  0.708  |  2.589  |  0.700  |  0.716  
  0.693  |  2.596  |  0.693  |  0.693  
  0.724  |  2.603  |  0.724  |  0.724  
  0.647  |  2.610  |  0.639  |  0.654  
  0.677  |  2.616  |  0.677  |  0.677  
  0.708  |  2.624  |  0.716  |  0.700  
  0.662  |  2.630  |  0.654  |  0.670  
  0.724  |  2.637  |  0.724  |  0.724  
  0.647  |  2.644  |  0.647  |  0.647  
  0.677  |  2.651  |  0.685  |  0.670  
  0.693  |  2.658  |  0.700  |  0.685  
  0.708  |  2.665  |  0.700  |  0.716  
  0.662  |  2.671  |  0.654  |  0.670  
  0.693  |  2.678  |  0.693  |  0.693  
  0.708  |  2.685  |  0.700  |  0.716  
  0.693  |  2.692  |  0.693  |  0.693  
  0.693  |  2.699  |  0.693  |  0.693  
  0.647  |  2.712  |  0.654  |  0.639  
  0.708  |  2.719  |  0.708  |  0.708  
  0.677  |  2.726  |  0.670  |  0.685  
  0.708  |  2.733  |  0.716  |  0.700  
  0.631  |  2.740  |  0.639  |  0.623  
  0.770  |  2.747  |  0.770  |  0.770  
  0.631  |  2.754  |  0.631  |  0.631  
  0.739  |  2.761  |  0.731  |  0.747  
  0.647  |  2.767  |  0.639  |  0.654  
  0.739  |  2.775  |  0.739  |  0.739  
  0.677  |  2.782  |  0.677  |  0.677  
  0.693  |  2.788  |  0.693  |  0.693  
  0.647  |  2.795  |  0.654  |  0.639  
  0.693  |  2.802  |  0.685  |  0.700  
  0.724  |  2.809  |  0.724  |  0.724  
  0.677  |  2.816  |  0.677  |  0.677  
  0.693  |  2.823  |  0.693  |  0.693  
  0.693  |  2.830  |  0.693  |  0.693  
  0.616  |  2.836  |  0.616  |  0.616  
  0.770  |  2.844  |  0.770  |  0.770  
  0.662  |  2.850  |  0.662  |  0.662  
  0.662  |  2.857  |  0.654  |  0.670  
  0.754  |  2.864  |  0.747  |  0.762  
  0.662  |  2.871  |  0.670  |  0.654  
  0.662  |  2.878  |  0.662  |  0.662  
  0.693  |  2.884  |  0.700  |  0.685  
  0.693  |  2.891  |  0.700  |  0.685  
  0.662  |  2.905  |  0.654  |  0.670  
  0.693  |  2.912  |  0.693  |  0.693  
  0.724  |  2.919  |  0.724  |  0.724  
  0.677  |  2.926  |  0.677  |  0.677  
  0.693  |  2.933  |  0.685  |  0.700  
  0.708  |  2.940  |  0.708  |  0.708  
  0.662  |  2.946  |  0.670  |  0.654  
  0.708  |  2.954  |  0.708  |  0.708  
  0.677  |  2.960  |  0.677  |  0.677  
  0.693  |  2.967  |  0.693  |  0.693  
  0.693  |  2.974  |  0.685  |  0.700  
  0.708  |  2.981  |  0.716  |  0.700  
  0.662  |  2.988  |  0.654  |  0.670  
  0.708  |  2.995  |  0.708  |  0.708  
  0.677  |  3.002  |  0.677  |  0.677  
  0.708  |  3.009  |  0.700  |  0.716  
  0.662  |  3.015  |  0.654  |  0.670  
  0.708  |  3.022  |  0.716  |  0.700  
  0.677  |  3.029  |  0.685  |  0.670  
  0.724  |  3.036  |  0.724  |  0.724  
  0.662  |  3.043  |  0.662  |  0.662  
  0.708  |  3.050  |  0.700  |  0.716  
  0.662  |  3.057  |  0.662  |  0.662  
  0.739  |  3.064  |  0.739  |  0.739  
  0.647  |  3.071  |  0.639  |  0.654  
  0.708  |  3.078  |  0.708  |  0.708  
  0.708  |  3.085  |  0.708  |  0.708  
  0.693  |  3.092  |  0.700  |  0.685  
  0.677  |  3.098  |  0.670  |  0.685  
  0.693  |  3.105  |  0.693  |  0.693  
  0.647  |  3.112  |  0.639  |  0.654  
  0.724  |  3.119  |  0.724  |  0.724  
  0.677  |  3.126  |  0.677  |  0.677  
  0.708  |  3.133  |  0.716  |  0.700  
  0.677  |  3.140  |  0.677  |  0.677  
  0.708  |  3.147  |  0.700  |  0.716  
  0.708  |  3.154  |  0.708  |  0.708  
  0.677  |  3.161  |  0.685  |  0.670  
  0.662  |  3.174  |  0.654  |  0.670  
  0.708  |  3.181  |  0.700  |  0.716  
  0.677  |  3.188  |  0.677  |  0.677  
  0.724  |  3.195  |  0.724  |  0.724  
  0.693  |  3.202  |  0.685  |  0.700  
  0.647  |  3.209  |  0.647  |  0.647  
  0.724  |  3.216  |  0.731  |  0.716  
  0.724  |  3.223  |  0.716  |  0.731  
  0.662  |  3.230  |  0.662  |  0.662  
  0.708  |  3.237  |  0.708  |  0.708  
  0.647  |  3.243  |  0.654  |  0.639  
  0.739  |  3.251  |  0.739  |  0.739  
  0.662  |  3.257  |  0.654  |  0.670  
  0.724  |  3.265  |  0.724  |  0.724  
  0.677  |  3.271  |  0.685  |  0.670  
  0.677  |  3.278  |  0.685  |  0.670  
  0.708  |  3.285  |  0.708  |  0.708  
  0.724  |  3.292  |  0.724  |  0.724  
  0.677  |  3.299  |  0.677  |  0.677  
  0.693  |  3.306  |  0.693  |  0.693  
  0.708  |  3.313  |  0.700  |  0.716  
  0.616  |  3.319  |  0.616  |  0.616  
  0.739  |  3.327  |  0.739  |  0.739  
  0.739  |  3.334  |  0.739  |  0.739  
  0.616  |  3.340  |  0.616  |  0.616  
  0.708  |  3.347  |  0.700  |  0.716  
  0.693  |  3.354  |  0.693  |  0.693  
  0.724  |  3.362  |  0.716  |  0.731  
  0.677  |  3.368  |  0.677  |  0.677  
  0.754  |  3.376  |  0.762  |  0.747  
  0.662  |  3.382  |  0.670  |  0.654  
  0.662  |  3.389  |  0.654  |  0.670  
  0.677  |  3.396  |  0.677  |  0.677  
  0.770  |  3.404  |  0.770  |  0.770  
  0.631  |  3.410  |  0.623  |  0.639  
  0.739  |  3.417  |  0.747  |  0.731  
  0.693  |  3.424  |  0.700  |  0.685  
  0.647  |  3.438  |  0.639  |  0.654  
  0.647  |  3.438  |  0.639  |  0.654  
  0.647  |  3.451  |  0.647  |  0.647  
  0.724  |  3.459  |  0.723  |  0.724  
  0.708  |  3.466  |  0.708  |  0.708  
  0.693  |  3.473  |  0.700  |  0.685  
  0.693  |  3.480  |  0.693  |  0.693  
  0.739  |  3.487  |  0.739  |  0.739  
  0.631  |  3.493  |  0.631  |  0.631  
