CPU Frequency: 1000mhz
starting lcm thread... 
starting setpoint thread... 
starting print thread... 
initializing imu... 
initializing controller...
initializing motors...
initializing odometry...
attaching imu interupt...
we are running!!!

RUNNING...
SENSORS | ODOMETRY |
  X_DOT  |    X    |
  0.702  |  2.088  |  0.702  |  0.702  
  0.699  |  2.123  |  0.699  |  0.699  
  0.699  |  2.158  |  0.699  |  0.699  
  0.699  |  2.193  |  0.699  |  0.699  
  0.699  |  2.228  |  0.699  |  0.699  
  0.708  |  2.264  |  0.708  |  0.708  
  0.699  |  2.299  |  0.699  |  0.699  
  0.696  |  2.333  |  0.696  |  0.696  
  0.705  |  2.369  |  0.705  |  0.705  
  0.702  |  2.404  |  0.702  |  0.702  
  0.690  |  2.438  |  0.690  |  0.690  
  0.705  |  2.473  |  0.705  |  0.705  
  0.702  |  2.509  |  0.702  |  0.702  
  0.696  |  2.543  |  0.696  |  0.696  
  0.705  |  2.579  |  0.705  |  0.705  
  0.705  |  2.614  |  0.705  |  0.705  
  0.671  |  2.647  |  0.671  |  0.671  
  0.699  |  2.682  |  0.699  |  0.699  
  0.705  |  2.718  |  0.705  |  0.705  
  0.711  |  2.753  |  0.711  |  0.711  
  0.699  |  2.788  |  0.699  |  0.699  
  0.705  |  2.823  |  0.705  |  0.705  
  0.696  |  2.858  |  0.696  |  0.696  
  0.702  |  2.893  |  0.702  |  0.702  
  0.699  |  2.928  |  0.699  |  0.699  
  0.702  |  2.963  |  0.702  |  0.702  
  0.705  |  2.999  |  0.705  |  0.705  
  0.702  |  3.034  |  0.702  |  0.702  
  0.696  |  3.068  |  0.696  |  0.696  
  0.705  |  3.104  |  0.705  |  0.705  
  0.696  |  3.138  |  0.696  |  0.696  
  0.699  |  3.173  |  0.699  |  0.699  
  0.708  |  3.209  |  0.708  |  0.708  
  0.693  |  3.243  |  0.693  |  0.693  
  0.705  |  3.279  |  0.705  |  0.705  
  0.699  |  3.314  |  0.699  |  0.699  
  0.696  |  3.348  |  0.696  |  0.696  
  0.705  |  3.384  |  0.705  |  0.705  
  0.693  |  3.418  |  0.693  |  0.693  
  0.702  |  3.453  |  0.702  |  0.702  
  0.699  |  3.488  |  0.699  |  0.699  
  0.702  |  3.523  |  0.702  |  0.702  
  0.705  |  3.559  |  0.705  |  0.705  
  0.696  |  3.593  |  0.696  |  0.696  
  0.705  |  3.629  |  0.705  |  0.705  
  0.696  |  3.664  |  0.696  |  0.696  
  0.699  |  3.698  |  0.699  |  0.699  
  0.699  |  3.733  |  0.699  |  0.699  
  0.702  |  3.769  |  0.702  |  0.702  
  0.702  |  3.804  |  0.702  |  0.702  
  0.705  |  3.839  |  0.705  |  0.705  
  0.693  |  3.873  |  0.693  |  0.693  
  0.702  |  3.909  |  0.702  |  0.702  
  0.699  |  3.944  |  0.699  |  0.699  
  0.699  |  3.978  |  0.699  |  0.699  
  0.705  |  4.014  |  0.705  |  0.705  
  0.699  |  4.049  |  0.699  |  0.699  
  0.705  |  4.084  |  0.705  |  0.705  
  0.702  |  4.119  |  0.702  |  0.702  
  0.699  |  4.154  |  0.699  |  0.699  
  0.699  |  4.189  |  0.699  |  0.699  
  0.696  |  4.224  |  0.696  |  0.696  
  0.705  |  4.259  |  0.705  |  0.705  
  0.693  |  4.294  |  0.693  |  0.693  
  0.699  |  4.329  |  0.699  |  0.699  
  0.702  |  4.399  |  0.702  |  0.702  
  0.696  |  4.434  |  0.696  |  0.696  
  0.702  |  4.469  |  0.702  |  0.702  
  0.699  |  4.504  |  0.699  |  0.699  
  0.696  |  4.538  |  0.696  |  0.696  
  0.702  |  4.574  |  0.702  |  0.702  
  0.702  |  4.609  |  0.702  |  0.702  
  0.699  |  4.644  |  0.699  |  0.699  
  0.702  |  4.679  |  0.702  |  0.702  
  0.705  |  4.714  |  0.705  |  0.705  
  0.696  |  4.749  |  0.696  |  0.696  
  0.699  |  4.784  |  0.699  |  0.699  
  0.702  |  4.819  |  0.702  |  0.702  
  0.702  |  4.854  |  0.702  |  0.702  
  0.702  |  4.889  |  0.702  |  0.702  
  0.693  |  4.924  |  0.693  |  0.693  
  0.705  |  4.959  |  0.705  |  0.705  
  0.702  |  4.994  |  0.702  |  0.702  
  0.696  |  5.029  |  0.696  |  0.696  
  0.702  |  5.064  |  0.702  |  0.702  
  0.699  |  5.099  |  0.699  |  0.699  
  0.702  |  5.134  |  0.702  |  0.702  
  0.705  |  5.169  |  0.705  |  0.705  
  0.693  |  5.204  |  0.693  |  0.693  
  0.705  |  5.239  |  0.705  |  0.705  
  0.702  |  5.274  |  0.702  |  0.702  
  0.693  |  5.309  |  0.693  |  0.693  
  0.702  |  5.344  |  0.702  |  0.702  
  0.696  |  5.379  |  0.697  |  0.694  
  0.699  |  5.414  |  0.699  |  0.699  
  0.702  |  5.449  |  0.702  |  0.702  
  0.702  |  5.484  |  0.703  |  0.700  
  0.708  |  5.519  |  0.708  |  0.708  
  0.699  |  5.554  |  0.699  |  0.699  
  0.696  |  5.589  |  0.697  |  0.694  
  0.702  |  5.624  |  0.702  |  0.702  
  0.705  |  5.659  |  0.705  |  0.705  
  0.696  |  5.694  |  0.697  |  0.694  
  0.699  |  5.729  |  0.699  |  0.699  
  0.702  |  5.764  |  0.702  |  0.702  
  0.708  |  5.800  |  0.710  |  0.707  
  0.687  |  5.834  |  0.688  |  0.685  
  0.702  |  5.869  |  0.703  |  0.700  
  0.699  |  5.904  |  0.699  |  0.699  
  0.699  |  5.939  |  0.700  |  0.697  
  0.705  |  5.974  |  0.707  |  0.703  
  0.696  |  6.009  |  0.696  |  0.696  
  0.705  |  6.044  |  0.705  |  0.705  
  0.702  |  6.079  |  0.702  |  0.702  
  0.699  |  6.114  |  0.699  |  0.699  
  0.702  |  6.149  |  0.700  |  0.703  
  0.693  |  6.184  |  0.693  |  0.693  
  0.702  |  6.219  |  0.702  |  0.702  
  0.699  |  6.254  |  0.697  |  0.700  
  0.702  |  6.289  |  0.702  |  0.702  
  0.705  |  6.324  |  0.703  |  0.707  
  0.696  |  6.359  |  0.694  |  0.697  
  0.699  |  6.394  |  0.700  |  0.697  
  0.702  |  6.429  |  0.703  |  0.700  
  0.702  |  6.464  |  0.702  |  0.702  
  0.699  |  6.499  |  0.700  |  0.697  
  0.702  |  6.534  |  0.702  |  0.702  
  0.699  |  6.569  |  0.697  |  0.700  
  0.708  |  6.605  |  0.708  |  0.708  
  0.696  |  6.639  |  0.696  |  0.696  
  0.702  |  6.675  |  0.702  |  0.702  
  0.699  |  6.709  |  0.697  |  0.700  
  0.693  |  6.744  |  0.694  |  0.691  
  0.705  |  6.779  |  0.705  |  0.705  
  0.696  |  6.814  |  0.696  |  0.696  
  0.705  |  6.849  |  0.705  |  0.705  
  0.696  |  6.884  |  0.696  |  0.696  
  0.714  |  6.920  |  0.716  |  0.713  
  0.585  |  6.949  |  0.585  |  0.585  
  0.388  |  6.969  |  0.388  |  0.388  
  0.231  |  6.980  |  0.231  |  0.231  
  0.126  |  6.986  |  0.126  |  0.126  
  0.074  |  6.990  |  0.072  |  0.075  
  0.043  |  6.992  |  0.042  |  0.045  
  0.031  |  6.994  |  0.029  |  0.032  
  0.012  |  6.994  |  0.012  |  0.012  
  0.009  |  6.995  |  0.009  |  0.009  
  0.006  |  6.995  |  0.006  |  0.006  
  0.000  |  6.995  |  0.002  | -0.002  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  
  0.000  |  6.995  |  0.000  |  0.000  

received SIGINT Ctrl-C
