CPU Frequency: 1000mhz
starting lcm thread... 
starting setpoint thread... 
starting print thread... 
initializing imu... 
initializing controller...
initializing motors...
initializing odometry...
attaching imu interupt...
we are running!!!

RUNNING...
SENSORS | ODOMETRY |
  X_DOT  |    X    |
  0.000  |  0.000  |  0.000  |  0.000  
  0.000  |  0.000  |  0.000  |  0.000  
  0.308  |  0.015  |  0.308  |  0.308  
  0.366  |  0.034  |  0.366  |  0.367  
  0.413  |  0.054  |  0.412  |  0.413  
  0.619  |  0.085  |  0.619  |  0.619  
  0.693  |  0.120  |  0.692  |  0.693  
  0.751  |  0.157  |  0.751  |  0.751  
  0.800  |  0.198  |  0.800  |  0.801  
  0.794  |  0.237  |  0.794  |  0.794  
  0.782  |  0.276  |  0.782  |  0.782  
  0.760  |  0.314  |  0.760  |  0.761  
  0.727  |  0.351  |  0.726  |  0.727  
  0.711  |  0.386  |  0.711  |  0.711  
  0.690  |  0.421  |  0.689  |  0.690  
  0.677  |  0.455  |  0.677  |  0.677  
  0.680  |  0.489  |  0.680  |  0.681  
  0.683  |  0.523  |  0.683  |  0.684  
  0.683  |  0.557  |  0.683  |  0.684  
  0.696  |  0.592  |  0.696  |  0.696  
  0.696  |  0.627  |  0.695  |  0.696  
  0.702  |  0.662  |  0.702  |  0.702  
  0.705  |  0.697  |  0.705  |  0.705  
  0.702  |  0.732  |  0.702  |  0.702  
  0.705  |  0.767  |  0.705  |  0.705  
  0.702  |  0.802  |  0.702  |  0.702  
  0.702  |  0.837  |  0.702  |  0.702  
  0.705  |  0.873  |  0.705  |  0.705  
  0.696  |  0.907  |  0.696  |  0.696  
  0.702  |  0.943  |  0.702  |  0.702  
  0.705  |  0.978  |  0.705  |  0.705  
  0.696  |  1.013  |  0.696  |  0.696  
  0.696  |  1.047  |  0.696  |  0.696  
  0.708  |  1.083  |  0.708  |  0.708  
  0.693  |  1.117  |  0.693  |  0.693  
  0.699  |  1.152  |  0.699  |  0.699  
  0.711  |  1.188  |  0.711  |  0.711  
  0.687  |  1.222  |  0.686  |  0.687  
  0.702  |  1.257  |  0.702  |  0.702  
  0.705  |  1.293  |  0.705  |  0.705  
  0.696  |  1.327  |  0.696  |  0.696  
  0.705  |  1.363  |  0.705  |  0.705  
  0.702  |  1.398  |  0.702  |  0.702  
  0.702  |  1.433  |  0.702  |  0.702  
  0.699  |  1.468  |  0.699  |  0.699  
  0.705  |  1.503  |  0.705  |  0.705  
  0.702  |  1.538  |  0.702  |  0.702  
  0.693  |  1.573  |  0.693  |  0.693  
  0.699  |  1.608  |  0.699  |  0.699  
  0.702  |  1.643  |  0.702  |  0.702  
  0.699  |  1.678  |  0.699  |  0.699  
  0.708  |  1.713  |  0.708  |  0.708  
  0.690  |  1.748  |  0.690  |  0.690  
  0.702  |  1.783  |  0.702  |  0.702  
  0.702  |  1.818  |  0.702  |  0.702  
  0.699  |  1.853  |  0.699  |  0.699  
  0.702  |  1.888  |  0.702  |  0.702  
  0.699  |  1.923  |  0.699  |  0.699  
  0.702  |  1.958  |  0.702  |  0.702  
  0.705  |  1.993  |  0.705  |  0.705  
  0.693  |  2.028  |  0.693  |  0.693  
  0.708  |  2.063  |  0.708  |  0.708  
  0.690  |  2.098  |  0.690  |  0.690  
  0.702  |  2.133  |  0.702  |  0.702  
  0.705  |  2.168  |  0.705  |  0.705  
  0.696  |  2.203  |  0.696  |  0.696  
  0.702  |  2.238  |  0.702  |  0.702  
  0.699  |  2.273  |  0.699  |  0.699  
  0.702  |  2.308  |  0.702  |  0.702  
  0.699  |  2.343  |  0.699  |  0.699  
  0.699  |  2.378  |  0.699  |  0.699  
  0.702  |  2.413  |  0.702  |  0.702  
  0.699  |  2.448  |  0.699  |  0.699  
  0.699  |  2.483  |  0.699  |  0.699  
  0.702  |  2.518  |  0.702  |  0.702  
  0.702  |  2.553  |  0.702  |  0.702  
  0.702  |  2.588  |  0.702  |  0.702  
  0.696  |  2.623  |  0.696  |  0.696  
  0.702  |  2.658  |  0.702  |  0.702  
  0.702  |  2.693  |  0.702  |  0.702  
  0.699  |  2.728  |  0.699  |  0.699  
  0.702  |  2.763  |  0.702  |  0.702  
  0.699  |  2.798  |  0.699  |  0.699  
  0.702  |  2.833  |  0.702  |  0.702  
  0.702  |  2.868  |  0.702  |  0.702  
  0.702  |  2.903  |  0.702  |  0.702  
  0.693  |  2.938  |  0.693  |  0.693  
  0.699  |  2.973  |  0.699  |  0.699  
  0.699  |  3.008  |  0.699  |  0.699  
  0.702  |  3.043  |  0.702  |  0.702  
  0.702  |  3.078  |  0.702  |  0.702  
  0.705  |  3.113  |  0.705  |  0.705  
  0.693  |  3.148  |  0.693  |  0.711  
  0.690  |  3.218  |  0.689  |  0.690  
  0.702  |  3.253  |  0.702  |  0.702  
  0.702  |  3.288  |  0.702  |  0.702  
  0.696  |  3.323  |  0.696  |  0.696  
  0.705  |  3.358  |  0.705  |  0.705  
  0.693  |  3.393  |  0.693  |  0.693  
  0.705  |  3.428  |  0.705  |  0.705  
  0.702  |  3.463  |  0.702  |  0.702  
  0.696  |  3.498  |  0.696  |  0.696  
  0.702  |  3.533  |  0.702  |  0.702  
  0.702  |  3.568  |  0.702  |  0.702  
  0.699  |  3.603  |  0.699  |  0.699  
  0.705  |  3.638  |  0.705  |  0.705  

received SIGINT Ctrl-C
