CPU Frequency: 1000mhz
starting lcm thread... 
starting setpoint thread... 
starting print thread... 
initializing imu... 
initializing controller...
initializing motors...
initializing odometry...
attaching imu interupt...
we are running!!!

RUNNING...
SENSORS | ODOMETRY |
  X_DOT  |    X    |
  0.714  |  2.030  |  0.714  |  0.714  
  0.699  |  2.065  |  0.699  |  0.699  
  0.693  |  2.099  |  0.693  |  0.693  
  0.708  |  2.135  |  0.708  |  0.708  
  0.696  |  2.169  |  0.696  |  0.696  
  0.702  |  2.205  |  0.702  |  0.702  
  0.705  |  2.240  |  0.705  |  0.705  
  0.690  |  2.274  |  0.690  |  0.690  
  0.711  |  2.310  |  0.711  |  0.711  
  0.690  |  2.344  |  0.690  |  0.690  
  0.702  |  2.379  |  0.702  |  0.702  
  0.705  |  2.415  |  0.705  |  0.705  
  0.690  |  2.449  |  0.690  |  0.690  
  0.708  |  2.485  |  0.708  |  0.708  
  0.699  |  2.519  |  0.699  |  0.699  
  0.696  |  2.554  |  0.696  |  0.696  
  0.708  |  2.590  |  0.708  |  0.708  
  0.696  |  2.624  |  0.696  |  0.696  
  0.702  |  2.660  |  0.702  |  0.702  
  0.702  |  2.695  |  0.702  |  0.702  
  0.702  |  2.730  |  0.702  |  0.702  
  0.702  |  2.765  |  0.702  |  0.702  
  0.699  |  2.800  |  0.699  |  0.699  
  0.705  |  2.835  |  0.705  |  0.705  
  0.693  |  2.870  |  0.693  |  0.693  
  0.708  |  2.905  |  0.708  |  0.708  
  0.687  |  2.939  |  0.686  |  0.687  
  0.708  |  2.975  |  0.708  |  0.708  
  0.702  |  3.010  |  0.702  |  0.702  
  0.690  |  3.044  |  0.690  |  0.690  
  0.711  |  3.080  |  0.711  |  0.711  
  0.699  |  3.115  |  0.699  |  0.699  
  0.699  |  3.150  |  0.699  |  0.699  
  0.696  |  3.185  |  0.696  |  0.696  
  0.702  |  3.220  |  0.702  |  0.702  
  0.699  |  3.255  |  0.699  |  0.699  
  0.696  |  3.289  |  0.696  |  0.696  
  0.705  |  3.325  |  0.705  |  0.705  
  0.696  |  3.359  |  0.696  |  0.696  
  0.711  |  3.395  |  0.711  |  0.711  
  0.696  |  3.430  |  0.696  |  0.696  
  0.702  |  3.465  |  0.702  |  0.702  
  0.702  |  3.500  |  0.702  |  0.702  
  0.696  |  3.535  |  0.696  |  0.696  
  0.702  |  3.570  |  0.702  |  0.702  
  0.699  |  3.605  |  0.699  |  0.699  
  0.699  |  3.640  |  0.699  |  0.699  
  0.702  |  3.675  |  0.702  |  0.702  
  0.702  |  3.710  |  0.702  |  0.702  
  0.690  |  3.744  |  0.690  |  0.690  
  0.711  |  3.780  |  0.711  |  0.711  
  0.693  |  3.815  |  0.693  |  0.693  
  0.702  |  3.850  |  0.702  |  0.702  
  0.705  |  3.885  |  0.705  |  0.705  
  0.696  |  3.920  |  0.696  |  0.696  
  0.702  |  3.955  |  0.702  |  0.702  
  0.705  |  3.990  |  0.705  |  0.705  
  0.690  |  4.025  |  0.690  |  0.690  
  0.708  |  4.060  |  0.708  |  0.708  
  0.696  |  4.095  |  0.696  |  0.696  
  0.699  |  4.130  |  0.699  |  0.699  
  0.708  |  4.165  |  0.708  |  0.708  
  0.693  |  4.200  |  0.693  |  0.693  
  0.705  |  4.235  |  0.705  |  0.705  
  0.696  |  4.305  |  0.696  |  0.696  
  0.708  |  4.340  |  0.708  |  0.708  
  0.693  |  4.375  |  0.693  |  0.693  
  0.702  |  4.410  |  0.702  |  0.702  
  0.705  |  4.445  |  0.705  |  0.705  
  0.693  |  4.480  |  0.693  |  0.693  
  0.705  |  4.515  |  0.705  |  0.705  
  0.699  |  4.550  |  0.699  |  0.699  
  0.702  |  4.585  |  0.702  |  0.702  
  0.693  |  4.620  |  0.693  |  0.693  
  0.708  |  4.655  |  0.708  |  0.708  
  0.696  |  4.690  |  0.696  |  0.696  
  0.696  |  4.725  |  0.696  |  0.696  
  0.708  |  4.760  |  0.708  |  0.708  
  0.696  |  4.795  |  0.696  |  0.696  
  0.699  |  4.830  |  0.699  |  0.699  
  0.717  |  4.866  |  0.717  |  0.718  
  0.671  |  4.899  |  0.671  |  0.671  
  0.717  |  4.935  |  0.717  |  0.717  
  0.693  |  4.970  |  0.693  |  0.693  
  0.693  |  5.004  |  0.693  |  0.693  
  0.711  |  5.040  |  0.711  |  0.711  
  0.690  |  5.074  |  0.690  |  0.690  
  0.708  |  5.110  |  0.708  |  0.708  
  0.705  |  5.145  |  0.705  |  0.705  
  0.699  |  5.180  |  0.699  |  0.699  
  0.705  |  5.215  |  0.705  |  0.705  
  0.693  |  5.250  |  0.693  |  0.693  
  0.705  |  5.285  |  0.705  |  0.705  
  0.699  |  5.320  |  0.699  |  0.699  

received SIGINT Ctrl-C
