CPU Frequency: 1000mhz
starting lcm thread... 
starting setpoint thread... 
starting print thread... 
initializing imu... 
initializing controller...
initializing motors...
initializing odometry...
attaching imu interupt...
we are running!!!

RUNNING...
SENSORS | ODOMETRY |
  X_DOT  |    X    |
  0.705  |  6.773  |  0.705  |  0.705  
  0.696  |  6.808  |  0.696  |  0.696  
  0.699  |  6.843  |  0.699  |  0.699  
  0.699  |  6.878  |  0.699  |  0.699  
  0.699  |  6.912  |  0.699  |  0.699  
  0.705  |  6.948  |  0.705  |  0.705  
  0.585  |  6.977  |  0.585  |  0.585  
  0.363  |  6.995  |  0.363  |  0.363  
  0.142  |  7.002  |  0.141  |  0.142  
  0.348  |  7.020  |  0.348  |  0.348  
 -0.065  |  7.016  | -0.065  | -0.065  
 -0.111  |  7.011  | -0.111  | -0.111  
 -0.086  |  7.007  | -0.085  | -0.088  
 -0.052  |  7.004  | -0.052  | -0.052  
 -0.025  |  7.003  | -0.023  | -0.026  
  0.000  |  7.003  | -0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  
  0.000  |  7.003  |  0.000  |  0.000  

received SIGINT Ctrl-C
