CPU Frequency: 1000mhz
starting lcm thread... 
starting setpoint thread... 
starting print thread... 
initializing imu... 
initializing controller...
initializing motors...
initializing odometry...
attaching imu interupt...
we are running!!!

RUNNING...
SENSORS | ODOMETRY |
  X_DOT  |    X    |
  0.687  |  1.821  |  0.688  |  0.685  
  0.687  |  1.856  |  0.688  |  0.685  
  0.687  |  1.890  |  0.688  |  0.685  
  0.693  |  1.925  |  0.693  |  0.693  
  0.690  |  1.959  |  0.691  |  0.688  
  0.690  |  1.993  |  0.690  |  0.690  
  0.696  |  2.028  |  0.697  |  0.694  
  0.687  |  2.063  |  0.687  |  0.687  
  0.690  |  2.097  |  0.691  |  0.688  
  0.696  |  2.132  |  0.696  |  0.696  
  0.690  |  2.166  |  0.690  |  0.690  
  0.693  |  2.201  |  0.694  |  0.691  
  0.699  |  2.236  |  0.699  |  0.699  
  0.690  |  2.270  |  0.690  |  0.690  
  0.693  |  2.305  |  0.693  |  0.693  
  0.705  |  2.340  |  0.705  |  0.705  
  0.690  |  2.375  |  0.691  |  0.688  
  0.690  |  2.409  |  0.690  |  0.690  
  0.702  |  2.444  |  0.702  |  0.702  
  0.696  |  2.479  |  0.697  |  0.694  
  0.696  |  2.514  |  0.696  |  0.696  
  0.696  |  2.549  |  0.696  |  0.696  
  0.693  |  2.583  |  0.694  |  0.691  
  0.702  |  2.618  |  0.700  |  0.703  
  0.687  |  2.653  |  0.688  |  0.685  
  0.702  |  2.688  |  0.703  |  0.700  
  0.702  |  2.723  |  0.702  |  0.702  
  0.693  |  2.758  |  0.691  |  0.694  
  0.696  |  2.792  |  0.697  |  0.694  
  0.702  |  2.827  |  0.702  |  0.702  
  0.699  |  2.862  |  0.700  |  0.697  
  0.699  |  2.897  |  0.699  |  0.699  
  0.696  |  2.932  |  0.696  |  0.696  
  0.699  |  2.967  |  0.697  |  0.700  
  0.696  |  3.002  |  0.697  |  0.694  
  0.699  |  3.037  |  0.697  |  0.700  
  0.699  |  3.072  |  0.699  |  0.699  
  0.699  |  3.107  |  0.699  |  0.699  
  0.702  |  3.142  |  0.703  |  0.700  
  0.690  |  3.176  |  0.691  |  0.688  
  0.702  |  3.211  |  0.702  |  0.702  
  0.702  |  3.246  |  0.702  |  0.702  
  0.708  |  3.282  |  0.708  |  0.708  
  0.683  |  3.316  |  0.683  |  0.683  
  0.699  |  3.351  |  0.699  |  0.699  
  0.702  |  3.386  |  0.700  |  0.703  
  0.702  |  3.421  |  0.700  |  0.703  
  0.696  |  3.456  |  0.696  |  0.696  
  0.699  |  3.491  |  0.700  |  0.697  
  0.702  |  3.526  |  0.702  |  0.702  
  0.699  |  3.561  |  0.697  |  0.700  
  0.699  |  3.596  |  0.699  |  0.699  
  0.702  |  3.631  |  0.703  |  0.700  
  0.702  |  3.666  |  0.702  |  0.702  
  0.696  |  3.701  |  0.696  |  0.696  
  0.702  |  3.736  |  0.702  |  0.702  
  0.699  |  3.771  |  0.697  |  0.700  
  0.699  |  3.806  |  0.700  |  0.697  
  0.693  |  3.876  |  0.693  |  0.693  
  0.705  |  3.911  |  0.705  |  0.705  
  0.699  |  3.946  |  0.700  |  0.697  
  0.699  |  3.981  |  0.697  |  0.700  
  0.699  |  4.016  |  0.700  |  0.697  
  0.705  |  4.051  |  0.703  |  0.707  
  0.696  |  4.086  |  0.696  |  0.696  
  0.702  |  4.121  |  0.702  |  0.702  
  0.696  |  4.156  |  0.694  |  0.697  
  0.702  |  4.191  |  0.702  |  0.702  
  0.705  |  4.226  |  0.705  |  0.705  
  0.699  |  4.261  |  0.699  |  0.699  
  0.696  |  4.296  |  0.694  |  0.697  
  0.696  |  4.331  |  0.697  |  0.694  
  0.702  |  4.366  |  0.703  |  0.700  
  0.702  |  4.401  |  0.700  |  0.703  
  0.702  |  4.436  |  0.700  |  0.703  
  0.699  |  4.471  |  0.700  |  0.697  
  0.696  |  4.506  |  0.697  |  0.694  
  0.705  |  4.541  |  0.705  |  0.705  
  0.699  |  4.576  |  0.697  |  0.700  
  0.702  |  4.611  |  0.702  |  0.702  
  0.699  |  4.646  |  0.697  |  0.700  
  0.699  |  4.681  |  0.699  |  0.699  
  0.702  |  4.716  |  0.703  |  0.700  
  0.702  |  4.751  |  0.702  |  0.702  
  0.702  |  4.786  |  0.702  |  0.702  
  0.702  |  4.821  |  0.700  |  0.703  
  0.699  |  4.856  |  0.699  |  0.699  
  0.699  |  4.891  |  0.699  |  0.699  
  0.705  |  4.926  |  0.705  |  0.705  
  0.696  |  4.961  |  0.696  |  0.696  
  0.702  |  4.996  |  0.702  |  0.702  
  0.702  |  5.031  |  0.702  |  0.702  
  0.702  |  5.066  |  0.702  |  0.702  
  0.699  |  5.101  |  0.699  |  0.699  
  0.699  |  5.136  |  0.697  |  0.700  
  0.702  |  5.171  |  0.702  |  0.702  
  0.699  |  5.206  |  0.700  |  0.697  
  0.699  |  5.241  |  0.700  |  0.697  
  0.702  |  5.276  |  0.702  |  0.702  
  0.702  |  5.311  |  0.702  |  0.702  
  0.702  |  5.346  |  0.702  |  0.702  
  0.696  |  5.381  |  0.694  |  0.697  
  0.702  |  5.416  |  0.702  |  0.702  
  0.699  |  5.451  |  0.700  |  0.697  
  0.702  |  5.486  |  0.702  |  0.702  
  0.699  |  5.521  |  0.700  |  0.697  
  0.699  |  5.556  |  0.699  |  0.699  
  0.705  |  5.592  |  0.703  |  0.707  
  0.696  |  5.626  |  0.696  |  0.696  
  0.696  |  5.661  |  0.696  |  0.696  
  0.705  |  5.696  |  0.703  |  0.707  
  0.699  |  5.731  |  0.699  |  0.699  
  0.696  |  5.766  |  0.697  |  0.694  
  0.702  |  5.801  |  0.700  |  0.703  
  0.702  |  5.836  |  0.702  |  0.702  
  0.699  |  5.871  |  0.700  |  0.697  
  0.702  |  5.906  |  0.702  |  0.702  
  0.696  |  5.941  |  0.694  |  0.697  
  0.705  |  5.976  |  0.707  |  0.703  
  0.702  |  6.011  |  0.702  |  0.702  
  0.699  |  6.046  |  0.699  |  0.699  
  0.699  |  6.081  |  0.699  |  0.699  
  0.702  |  6.116  |  0.700  |  0.703  
  0.696  |  6.151  |  0.696  |  0.696  
  0.702  |  6.186  |  0.703  |  0.700  
  0.702  |  6.221  |  0.702  |  0.702  
  0.699  |  6.256  |  0.699  |  0.699  
  0.702  |  6.291  |  0.702  |  0.702  
  0.702  |  6.327  |  0.702  |  0.702  
  0.702  |  6.362  |  0.702  |  0.702  
  0.699  |  6.397  |  0.699  |  0.699  
  0.702  |  6.432  |  0.702  |  0.702  
  0.705  |  6.467  |  0.705  |  0.705  
  0.696  |  6.502  |  0.696  |  0.696  
  0.699  |  6.537  |  0.700  |  0.697  
  0.702  |  6.572  |  0.700  |  0.703  
  0.699  |  6.607  |  0.697  |  0.700  
  0.702  |  6.642  |  0.703  |  0.700  
  0.699  |  6.677  |  0.700  |  0.697  
  0.702  |  6.712  |  0.702  |  0.702  
  0.696  |  6.747  |  0.697  |  0.694  
  0.699  |  6.782  |  0.700  |  0.697  
  0.702  |  6.817  |  0.702  |  0.702  
  0.699  |  6.852  |  0.697  |  0.700  
  0.702  |  6.887  |  0.702  |  0.702  
  0.702  |  6.922  |  0.702  |  0.702  
  0.699  |  6.957  |  0.699  |  0.699  
  0.699  |  6.992  |  0.700  |  0.697  
  0.702  |  7.027  |  0.700  |  0.703  
  0.699  |  7.062  |  0.697  |  0.700  
  0.702  |  7.097  |  0.702  |  0.702  
  0.699  |  7.132  |  0.699  |  0.699  
  0.699  |  7.167  |  0.700  |  0.697  
  0.702  |  7.202  |  0.702  |  0.702  
  0.702  |  7.237  |  0.702  |  0.702  
  0.699  |  7.272  |  0.699  |  0.699  
  0.705  |  7.307  |  0.705  |  0.705  
  0.699  |  7.342  |  0.699  |  0.699  
  0.699  |  7.377  |  0.699  |  0.699  
  0.702  |  7.412  |  0.702  |  0.702  
  0.705  |  7.447  |  0.703  |  0.707  
  0.696  |  7.482  |  0.697  |  0.694  
  0.696  |  7.517  |  0.696  |  0.696  
  0.705  |  7.552  |  0.707  |  0.703  
  0.705  |  7.587  |  0.705  |  0.705  
  0.696  |  7.622  |  0.694  |  0.697  
  0.702  |  7.657  |  0.702  |  0.702  
  0.696  |  7.692  |  0.696  |  0.696  
  0.702  |  7.727  |  0.703  |  0.700  
  0.699  |  7.762  |  0.700  |  0.697  
  0.696  |  7.832  |  0.696  |  0.696  
  0.702  |  7.867  |  0.702  |  0.702  
  0.702  |  7.902  |  0.703  |  0.700  
  0.699  |  7.937  |  0.697  |  0.700  
  0.705  |  7.972  |  0.705  |  0.705  
  0.699  |  8.007  |  0.699  |  0.699  
  0.699  |  8.042  |  0.699  |  0.699  
  0.696  |  8.077  |  0.697  |  0.694  
  0.708  |  8.112  |  0.707  |  0.710  
  0.702  |  8.147  |  0.703  |  0.700  
  0.699  |  8.182  |  0.699  |  0.699  
  0.699  |  8.217  |  0.700  |  0.697  
  0.702  |  8.252  |  0.702  |  0.702  
  0.708  |  8.288  |  0.708  |  0.708  
  0.696  |  8.323  |  0.696  |  0.696  
  0.696  |  8.357  |  0.696  |  0.696  
  0.705  |  8.393  |  0.705  |  0.705  
  0.702  |  8.428  |  0.703  |  0.700  
  0.699  |  8.463  |  0.699  |  0.699  

received SIGINT Ctrl-C
