CPU Frequency: 1000mhz
starting lcm thread... 
starting setpoint thread... 
starting print thread... 
initializing imu... 
initializing controller...
initializing motors...
initializing odometry...
attaching imu interupt...
we are running!!!

RUNNING...
SENSORS | ODOMETRY |
  X_DOT  |    X    |
  0.000  |  0.000  |  0.000  |  0.000  
  0.000  |  0.000  |  0.000  |  0.000  
  0.302  |  0.015  |  0.302  |  0.302  
  0.302  |  0.030  |  0.302  |  0.302  
  0.262  |  0.043  |  0.263  |  0.260  
  0.440  |  0.065  |  0.442  |  0.439  
  0.468  |  0.089  |  0.470  |  0.466  
  0.514  |  0.114  |  0.516  |  0.513  
  0.588  |  0.144  |  0.590  |  0.586  
  0.613  |  0.174  |  0.613  |  0.613  
  0.643  |  0.207  |  0.643  |  0.643  
  0.668  |  0.240  |  0.668  |  0.668  
  0.683  |  0.274  |  0.683  |  0.683  
  0.693  |  0.309  |  0.693  |  0.693  
  0.699  |  0.344  |  0.699  |  0.699  
  0.702  |  0.379  |  0.702  |  0.702  
  0.702  |  0.414  |  0.702  |  0.702  
  0.705  |  0.449  |  0.703  |  0.707  
  0.708  |  0.485  |  0.707  |  0.710  
  0.696  |  0.519  |  0.697  |  0.694  
  0.711  |  0.555  |  0.711  |  0.711  
  0.699  |  0.590  |  0.699  |  0.699  
  0.708  |  0.625  |  0.710  |  0.707  
  0.696  |  0.660  |  0.694  |  0.697  
  0.705  |  0.695  |  0.707  |  0.703  
  0.702  |  0.730  |  0.703  |  0.700  
  0.699  |  0.765  |  0.697  |  0.700  
  0.702  |  0.800  |  0.702  |  0.702  
  0.699  |  0.835  |  0.699  |  0.699  
  0.702  |  0.871  |  0.703  |  0.700  
  0.702  |  0.906  |  0.702  |  0.702  
  0.699  |  0.941  |  0.700  |  0.697  
  0.702  |  0.976  |  0.703  |  0.700  
  0.702  |  1.011  |  0.700  |  0.703  
  0.699  |  1.046  |  0.700  |  0.697  
  0.702  |  1.081  |  0.702  |  0.702  
  0.699  |  1.116  |  0.699  |  0.699  
  0.702  |  1.151  |  0.702  |  0.702  
  0.699  |  1.186  |  0.700  |  0.697  
  0.702  |  1.221  |  0.702  |  0.702  
  0.705  |  1.256  |  0.705  |  0.705  
  0.696  |  1.291  |  0.696  |  0.696  
  0.702  |  1.326  |  0.700  |  0.703  
  0.702  |  1.361  |  0.702  |  0.702  
  0.696  |  1.396  |  0.694  |  0.697  
  0.705  |  1.431  |  0.705  |  0.705  
  0.696  |  1.466  |  0.697  |  0.694  
  0.702  |  1.501  |  0.702  |  0.702  
  0.702  |  1.536  |  0.703  |  0.700  
  0.702  |  1.571  |  0.702  |  0.702  
  0.702  |  1.606  |  0.702  |  0.702  
  0.699  |  1.641  |  0.700  |  0.697  
  0.705  |  1.677  |  0.703  |  0.707  
  0.693  |  1.711  |  0.694  |  0.691  
  0.699  |  1.746  |  0.700  |  0.697  
  0.708  |  1.781  |  0.708  |  0.708  
  0.693  |  1.816  |  0.693  |  0.693  
  0.702  |  1.851  |  0.702  |  0.702  
  0.702  |  1.886  |  0.702  |  0.702  
  0.699  |  1.921  |  0.699  |  0.699  
  0.702  |  1.956  |  0.700  |  0.703  
  0.696  |  1.991  |  0.696  |  0.696  
  0.708  |  2.027  |  0.707  |  0.710  
  0.693  |  2.061  |  0.693  |  0.693  
  0.705  |  2.096  |  0.703  |  0.707  
  0.696  |  2.131  |  0.696  |  0.696  
  0.699  |  2.166  |  0.700  |  0.697  
  0.702  |  2.201  |  0.700  |  0.703  
  0.696  |  2.236  |  0.696  |  0.696  
  0.711  |  2.272  |  0.711  |  0.711  
  0.702  |  2.307  |  0.702  |  0.702  
  0.690  |  2.341  |  0.690  |  0.690  
  0.708  |  2.377  |  0.708  |  0.708  
  0.690  |  2.411  |  0.690  |  0.690  
  0.708  |  2.446  |  0.708  |  0.708  
  0.702  |  2.482  |  0.702  |  0.702  
  0.696  |  2.516  |  0.697  |  0.694  
  0.702  |  2.551  |  0.702  |  0.702  
  0.702  |  2.587  |  0.702  |  0.702  
  0.699  |  2.621  |  0.699  |  0.699  
  0.705  |  2.657  |  0.705  |  0.705  
  0.696  |  2.692  |  0.694  |  0.697  
  0.705  |  2.727  |  0.707  |  0.703  
  0.690  |  2.761  |  0.688  |  0.691  
  0.705  |  2.797  |  0.707  |  0.703  
  0.702  |  2.832  |  0.703  |  0.700  
  0.696  |  2.866  |  0.694  |  0.697  
  0.702  |  2.901  |  0.700  |  0.703  
  0.699  |  2.936  |  0.699  |  0.699  
  0.699  |  2.971  |  0.697  |  0.700  
  0.705  |  3.007  |  0.707  |  0.703  
  0.699  |  3.042  |  0.699  |  0.699  
  0.702  |  3.077  |  0.702  |  0.702  
  0.705  |  3.112  |  0.705  |  0.705  
  0.693  |  3.147  |  0.694  |  0.691  
  0.699  |  3.182  |  0.700  |  0.697  
  0.702  |  3.217  |  0.702  |  0.702  
  0.699  |  3.252  |  0.699  |  0.699  
  0.699  |  3.286  |  0.700  |  0.697  
  0.702  |  3.322  |  0.702  |  0.702  
  0.702  |  3.357  |  0.702  |  0.702  
  0.696  |  3.391  |  0.694  |  0.697  
  0.708  |  3.427  |  0.708  |  0.708  

received SIGINT Ctrl-C
