CPU Frequency: 1000mhz
starting lcm thread... 
starting setpoint thread... 
starting print thread... 
initializing imu... 
initializing controller...
initializing motors...
initializing odometry...
attaching imu interupt...
we are running!!!

RUNNING...
SENSORS | ODOMETRY |
  X_DOT  |    X    |
  0.000  |  0.000  |  0.000  |  0.000  
  0.000  |  0.000  |  0.000  |  0.000  
  0.000  |  0.000  |  0.000  |  0.000  
  0.092  |  0.001  |  0.092  |  0.092  
  0.262  |  0.004  |  0.254  |  0.269  
  0.416  |  0.008  |  0.416  |  0.416  
  0.508  |  0.013  |  0.500  |  0.516  
  0.554  |  0.018  |  0.554  |  0.554  
  0.508  |  0.023  |  0.516  |  0.500  
  0.539  |  0.029  |  0.546  |  0.531  
  0.477  |  0.034  |  0.485  |  0.470  
  0.554  |  0.039  |  0.554  |  0.554  
  0.554  |  0.045  |  0.554  |  0.554  
  0.477  |  0.049  |  0.477  |  0.477  
  0.493  |  0.054  |  0.500  |  0.485  
  0.508  |  0.059  |  0.508  |  0.508  
  0.523  |  0.065  |  0.531  |  0.516  
  0.585  |  0.071  |  0.585  |  0.585  
  0.493  |  0.075  |  0.500  |  0.485  
  0.462  |  0.085  |  0.462  |  0.462  
  0.462  |  0.085  |  0.462  |  0.462  
  0.539  |  0.090  |  0.539  |  0.539  
  0.477  |  0.101  |  0.477  |  0.477  
  0.493  |  0.106  |  0.500  |  0.485  
  0.539  |  0.111  |  0.539  |  0.539  
  0.554  |  0.117  |  0.554  |  0.554  
  0.523  |  0.122  |  0.523  |  0.523  
  0.477  |  0.127  |  0.485  |  0.470  
  0.493  |  0.132  |  0.493  |  0.493  
  0.523  |  0.137  |  0.523  |  0.523  
  0.570  |  0.143  |  0.570  |  0.570  
  0.523  |  0.148  |  0.531  |  0.516  
  0.477  |  0.153  |  0.485  |  0.470  
  0.508  |  0.158  |  0.508  |  0.508  
  0.523  |  0.163  |  0.523  |  0.523  
  0.539  |  0.168  |  0.539  |  0.539  
  0.508  |  0.173  |  0.508  |  0.508  
  0.508  |  0.178  |  0.508  |  0.508  
  0.508  |  0.183  |  0.508  |  0.508  
  0.508  |  0.189  |  0.516  |  0.500  
  0.539  |  0.194  |  0.539  |  0.539  
  0.508  |  0.199  |  0.508  |  0.508  
  0.523  |  0.204  |  0.523  |  0.523  
  0.477  |  0.209  |  0.477  |  0.477  
  0.554  |  0.215  |  0.562  |  0.546  
  0.493  |  0.220  |  0.493  |  0.493  
  0.554  |  0.225  |  0.546  |  0.562  
  0.477  |  0.230  |  0.477  |  0.477  
  0.539  |  0.235  |  0.546  |  0.531  
  0.523  |  0.240  |  0.531  |  0.516  
  0.523  |  0.246  |  0.523  |  0.523  
  0.493  |  0.251  |  0.493  |  0.493  
  0.508  |  0.256  |  0.508  |  0.508  
  0.508  |  0.261  |  0.508  |  0.508  
  0.539  |  0.266  |  0.546  |  0.531  
  0.523  |  0.271  |  0.523  |  0.523  
  0.523  |  0.277  |  0.523  |  0.523  
  0.539  |  0.282  |  0.539  |  0.539  
  0.508  |  0.287  |  0.516  |  0.500  
  0.493  |  0.297  |  0.493  |  0.493  
  0.493  |  0.297  |  0.493  |  0.493  
  0.523  |  0.308  |  0.523  |  0.523  
