CPU Frequency: 1000mhz
starting lcm thread... 
starting setpoint thread... 
starting print thread... 
initializing imu... 
initializing controller...
initializing motors...
initializing odometry...
attaching imu interupt...
we are running!!!

RUNNING...
SENSORS | ODOMETRY |
  X_DOT  |    X    |
  0.000  |  0.000  |  0.000  |  0.000  
  0.000  |  0.000  |  0.000  |  0.000  
  0.302  |  0.015  |  0.302  |  0.302  
  0.329  |  0.032  |  0.329  |  0.329  
  0.320  |  0.048  |  0.322  |  0.319  
  0.517  |  0.073  |  0.517  |  0.517  
  0.563  |  0.102  |  0.563  |  0.563  
  0.625  |  0.133  |  0.627  |  0.623  
  0.693  |  0.167  |  0.691  |  0.694  
  0.714  |  0.203  |  0.714  |  0.714  
  0.730  |  0.240  |  0.728  |  0.731  
  0.742  |  0.277  |  0.742  |  0.742  
  0.736  |  0.314  |  0.736  |  0.736  
  0.730  |  0.350  |  0.731  |  0.728  
  0.724  |  0.386  |  0.722  |  0.725  
  0.717  |  0.422  |  0.717  |  0.718  
  0.708  |  0.457  |  0.708  |  0.708  
  0.705  |  0.493  |  0.703  |  0.707  
  0.702  |  0.528  |  0.702  |  0.702  
  0.699  |  0.563  |  0.697  |  0.700  
  0.699  |  0.598  |  0.699  |  0.699  
  0.696  |  0.633  |  0.696  |  0.696  
  0.699  |  0.667  |  0.699  |  0.699  
  0.702  |  0.703  |  0.702  |  0.702  
  0.693  |  0.737  |  0.693  |  0.693  
  0.702  |  0.772  |  0.700  |  0.703  
  0.693  |  0.807  |  0.694  |  0.691  
  0.702  |  0.842  |  0.703  |  0.700  
  0.699  |  0.877  |  0.699  |  0.699  
  0.705  |  0.912  |  0.705  |  0.705  
  0.699  |  0.947  |  0.699  |  0.699  
  0.702  |  0.982  |  0.702  |  0.702  
  0.696  |  1.017  |  0.696  |  0.696  
  0.702  |  1.052  |  0.702  |  0.702  
  0.708  |  1.088  |  0.710  |  0.707  
  0.693  |  1.122  |  0.693  |  0.693  
  0.702  |  1.157  |  0.702  |  0.702  
  0.699  |  1.192  |  0.699  |  0.699  
  0.702  |  1.227  |  0.702  |  0.702  
  0.705  |  1.263  |  0.705  |  0.705  
  0.693  |  1.297  |  0.693  |  0.693  
  0.702  |  1.332  |  0.700  |  0.703  
  0.696  |  1.367  |  0.696  |  0.696  
  0.705  |  1.402  |  0.705  |  0.705  
  0.702  |  1.437  |  0.702  |  0.702  
  0.696  |  1.472  |  0.694  |  0.697  
  0.705  |  1.507  |  0.707  |  0.703  
  0.693  |  1.542  |  0.694  |  0.691  
  0.702  |  1.577  |  0.703  |  0.700  
  0.705  |  1.612  |  0.703  |  0.707  
  0.693  |  1.647  |  0.694  |  0.691  
  0.705  |  1.682  |  0.705  |  0.705  
  0.699  |  1.717  |  0.697  |  0.700  
  0.699  |  1.752  |  0.699  |  0.699  
  0.705  |  1.788  |  0.705  |  0.705  
  0.699  |  1.822  |  0.699  |  0.699  
  0.702  |  1.858  |  0.703  |  0.700  
  0.696  |  1.892  |  0.694  |  0.697  
  0.705  |  1.928  |  0.705  |  0.705  
  0.702  |  1.963  |  0.702  |  0.702  
  0.696  |  1.997  |  0.697  |  0.694  
  0.702  |  2.033  |  0.702  |  0.702  
  0.699  |  2.068  |  0.700  |  0.697  
  0.699  |  2.102  |  0.699  |  0.699  
  0.702  |  2.138  |  0.700  |  0.703  
  0.699  |  2.173  |  0.700  |  0.697  
  0.699  |  2.207  |  0.697  |  0.700  
  0.705  |  2.243  |  0.705  |  0.705  
  0.696  |  2.277  |  0.696  |  0.696  
  0.705  |  2.313  |  0.705  |  0.705  
  0.705  |  2.348  |  0.703  |  0.707  
  0.690  |  2.382  |  0.690  |  0.690  
  0.705  |  2.418  |  0.705  |  0.705  
  0.699  |  2.453  |  0.700  |  0.697  
  0.702  |  2.488  |  0.702  |  0.702  
  0.696  |  2.523  |  0.694  |  0.697  
  0.702  |  2.558  |  0.702  |  0.702  
  0.699  |  2.593  |  0.700  |  0.697  
  0.699  |  2.628  |  0.700  |  0.697  
  0.705  |  2.663  |  0.705  |  0.705  
  0.696  |  2.698  |  0.694  |  0.697  
  0.702  |  2.733  |  0.702  |  0.702  
  0.699  |  2.768  |  0.700  |  0.697  
  0.702  |  2.803  |  0.702  |  0.702  
  0.699  |  2.838  |  0.697  |  0.700  
  0.702  |  2.873  |  0.702  |  0.702  

received SIGINT Ctrl-C
