CPU Frequency: 1000mhz
starting lcm thread... 
starting setpoint thread... 
starting print thread... 
initializing imu... 
initializing controller...
initializing motors...
initializing odometry...
attaching imu interupt...
we are running!!!

RUNNING...
SENSORS | ODOMETRY |
  X_DOT  |    X    |
  0.308  |  0.173  |  0.308  |  0.308  
  0.308  |  0.176  |  0.308  |  0.308  
  0.323  |  0.179  |  0.323  |  0.323  
  0.292  |  0.182  |  0.300  |  0.285  
  0.308  |  0.185  |  0.316  |  0.300  
  0.323  |  0.189  |  0.323  |  0.323  
  0.323  |  0.192  |  0.323  |  0.323  
  0.323  |  0.195  |  0.323  |  0.323  
  0.277  |  0.198  |  0.277  |  0.277  
  0.323  |  0.201  |  0.323  |  0.323  
  0.354  |  0.205  |  0.354  |  0.354  
  0.339  |  0.208  |  0.339  |  0.339  
  0.277  |  0.211  |  0.285  |  0.269  
  0.323  |  0.214  |  0.323  |  0.323  
  0.323  |  0.217  |  0.316  |  0.331  
  0.323  |  0.221  |  0.316  |  0.331  
  0.308  |  0.224  |  0.308  |  0.308  
  0.354  |  0.227  |  0.354  |  0.354  
  0.308  |  0.230  |  0.316  |  0.300  
  0.323  |  0.234  |  0.323  |  0.323  
  0.323  |  0.237  |  0.323  |  0.323  
  0.339  |  0.240  |  0.346  |  0.331  
  0.339  |  0.244  |  0.339  |  0.339  
  0.323  |  0.247  |  0.323  |  0.323  
  0.323  |  0.250  |  0.323  |  0.323  
  0.339  |  0.257  |  0.339  |  0.339  
  0.339  |  0.260  |  0.339  |  0.339  
  0.323  |  0.263  |  0.316  |  0.331  
  0.323  |  0.267  |  0.323  |  0.323  
  0.354  |  0.270  |  0.354  |  0.354  
  0.339  |  0.274  |  0.346  |  0.331  
  0.339  |  0.277  |  0.339  |  0.339  
  0.323  |  0.280  |  0.331  |  0.316  
  0.339  |  0.284  |  0.339  |  0.339  
  0.354  |  0.287  |  0.354  |  0.354  
  0.369  |  0.291  |  0.362  |  0.377  
  0.292  |  0.294  |  0.300  |  0.285  
  0.323  |  0.297  |  0.331  |  0.316  
  0.385  |  0.301  |  0.377  |  0.393  
  0.354  |  0.304  |  0.362  |  0.346  
  0.339  |  0.308  |  0.339  |  0.339  
  0.323  |  0.311  |  0.323  |  0.323  
  0.354  |  0.314  |  0.346  |  0.362  
  0.354  |  0.318  |  0.354  |  0.354  
  0.354  |  0.322  |  0.354  |  0.354  
  0.354  |  0.325  |  0.362  |  0.346  
  0.339  |  0.328  |  0.339  |  0.339  
  0.369  |  0.332  |  0.369  |  0.369  
  0.339  |  0.336  |  0.339  |  0.339  
  0.354  |  0.339  |  0.362  |  0.346  
  0.354  |  0.343  |  0.362  |  0.346  
  0.339  |  0.346  |  0.331  |  0.346  
  0.385  |  0.350  |  0.384  |  0.385  
  0.385  |  0.354  |  0.393  |  0.377  
  0.323  |  0.357  |  0.323  |  0.323  
  0.354  |  0.361  |  0.354  |  0.354  
  0.354  |  0.364  |  0.354  |  0.354  
  0.369  |  0.368  |  0.362  |  0.377  
  0.385  |  0.372  |  0.393  |  0.377  
  0.339  |  0.375  |  0.346  |  0.331  
  0.369  |  0.379  |  0.369  |  0.369  
  0.369  |  0.382  |  0.362  |  0.377  
  0.369  |  0.386  |  0.362  |  0.377  
  0.354  |  0.393  |  0.354  |  0.354  
  0.354  |  0.397  |  0.354  |  0.354  
  0.369  |  0.401  |  0.377  |  0.362  
  0.369  |  0.404  |  0.377  |  0.362  
  0.400  |  0.408  |  0.400  |  0.400  
  0.354  |  0.412  |  0.354  |  0.354  
  0.385  |  0.416  |  0.377  |  0.393  
  0.354  |  0.419  |  0.362  |  0.346  
  0.400  |  0.423  |  0.400  |  0.400  
  0.354  |  0.427  |  0.362  |  0.346  
  0.369  |  0.430  |  0.369  |  0.369  
  0.369  |  0.434  |  0.369  |  0.369  
  0.400  |  0.438  |  0.400  |  0.400  
  0.385  |  0.442  |  0.377  |  0.393  
  0.369  |  0.446  |  0.369  |  0.369  
  0.369  |  0.449  |  0.377  |  0.362  
  0.385  |  0.453  |  0.385  |  0.385  
  0.385  |  0.457  |  0.385  |  0.385  
  0.385  |  0.461  |  0.385  |  0.385  
  0.385  |  0.465  |  0.393  |  0.377  
  0.400  |  0.469  |  0.400  |  0.400  
  0.354  |  0.472  |  0.354  |  0.354  
  0.416  |  0.476  |  0.408  |  0.423  
  0.354  |  0.480  |  0.362  |  0.346  
  0.416  |  0.484  |  0.416  |  0.416  
  0.385  |  0.488  |  0.393  |  0.377  
  0.400  |  0.492  |  0.393  |  0.408  
  0.339  |  0.495  |  0.346  |  0.331  
  0.416  |  0.500  |  0.416  |  0.416  
  0.400  |  0.504  |  0.393  |  0.408  
  0.369  |  0.507  |  0.369  |  0.369  
  0.385  |  0.511  |  0.393  |  0.377  
  0.431  |  0.515  |  0.431  |  0.431  
  0.369  |  0.519  |  0.362  |  0.377  
  0.369  |  0.527  |  0.377  |  0.362  
  0.369  |  0.527  |  0.377  |  0.362  
  0.369  |  0.535  |  0.369  |  0.369  
  0.431  |  0.539  |  0.431  |  0.431  
  0.385  |  0.543  |  0.385  |  0.385  
  0.416  |  0.547  |  0.416  |  0.416  
  0.369  |  0.551  |  0.369  |  0.369  
  0.416  |  0.555  |  0.408  |  0.423  
  0.431  |  0.559  |  0.431  |  0.431  
  0.385  |  0.563  |  0.393  |  0.377  
  0.400  |  0.567  |  0.408  |  0.393  
  0.400  |  0.571  |  0.400  |  0.400  
  0.369  |  0.575  |  0.362  |  0.377  
  0.400  |  0.579  |  0.400  |  0.400  
  0.446  |  0.583  |  0.446  |  0.446  
  0.416  |  0.587  |  0.423  |  0.408  
  0.400  |  0.591  |  0.400  |  0.400  
  0.416  |  0.596  |  0.416  |  0.416  
  0.385  |  0.599  |  0.385  |  0.385  
  0.416  |  0.604  |  0.416  |  0.416  
  0.416  |  0.608  |  0.423  |  0.408  
  0.416  |  0.612  |  0.416  |  0.416  
  0.416  |  0.616  |  0.416  |  0.416  
  0.400  |  0.620  |  0.393  |  0.408  
  0.400  |  0.624  |  0.400  |  0.400  
  0.416  |  0.628  |  0.416  |  0.416  
  0.431  |  0.632  |  0.439  |  0.423  
  0.431  |  0.637  |  0.431  |  0.431  
  0.385  |  0.641  |  0.377  |  0.393  
  0.400  |  0.645  |  0.408  |  0.393  
  0.446  |  0.649  |  0.446  |  0.446  
  0.400  |  0.653  |  0.393  |  0.408  
  0.416  |  0.657  |  0.423  |  0.408  
  0.446  |  0.662  |  0.454  |  0.439  
  0.416  |  0.666  |  0.416  |  0.416  
  0.416  |  0.670  |  0.416  |  0.416  
  0.431  |  0.674  |  0.431  |  0.431  
  0.416  |  0.679  |  0.416  |  0.416  
  0.416  |  0.683  |  0.416  |  0.416  
  0.431  |  0.687  |  0.431  |  0.431  
  0.416  |  0.695  |  0.416  |  0.416  
  0.431  |  0.700  |  0.431  |  0.431  
  0.416  |  0.704  |  0.416  |  0.416  
  0.416  |  0.708  |  0.416  |  0.416  
  0.462  |  0.713  |  0.462  |  0.462  
  0.400  |  0.717  |  0.408  |  0.393  
  0.446  |  0.721  |  0.454  |  0.439  
  0.400  |  0.725  |  0.393  |  0.408  
  0.462  |  0.730  |  0.454  |  0.470  
  0.400  |  0.734  |  0.408  |  0.393  
  0.477  |  0.739  |  0.477  |  0.477  
  0.431  |  0.743  |  0.431  |  0.431  
  0.431  |  0.747  |  0.431  |  0.431  
  0.385  |  0.751  |  0.385  |  0.385  
  0.462  |  0.756  |  0.454  |  0.470  
  0.446  |  0.760  |  0.446  |  0.446  
  0.416  |  0.764  |  0.416  |  0.416  
  0.446  |  0.769  |  0.454  |  0.439  
  0.446  |  0.773  |  0.454  |  0.439  
  0.431  |  0.777  |  0.431  |  0.431  
  0.431  |  0.782  |  0.431  |  0.431  
  0.477  |  0.787  |  0.470  |  0.485  
  0.400  |  0.791  |  0.408  |  0.393  
  0.462  |  0.795  |  0.462  |  0.462  
  0.431  |  0.799  |  0.439  |  0.423  
  0.446  |  0.804  |  0.446  |  0.446  
  0.446  |  0.808  |  0.446  |  0.447  
  0.400  |  0.812  |  0.393  |  0.408  
  0.462  |  0.817  |  0.462  |  0.462  
  0.446  |  0.821  |  0.454  |  0.439  
  0.462  |  0.826  |  0.462  |  0.462  
  0.462  |  0.831  |  0.454  |  0.470  
  0.431  |  0.835  |  0.439  |  0.423  
  0.416  |  0.839  |  0.416  |  0.416  
  0.462  |  0.844  |  0.470  |  0.454  
  0.446  |  0.853  |  0.446  |  0.446  
  0.431  |  0.857  |  0.423  |  0.439  
  0.477  |  0.862  |  0.477  |  0.477  
  0.431  |  0.866  |  0.439  |  0.423  
  0.462  |  0.871  |  0.470  |  0.454  
  0.431  |  0.875  |  0.431  |  0.431  
  0.477  |  0.880  |  0.470  |  0.485  
  0.431  |  0.884  |  0.439  |  0.423  
  0.462  |  0.889  |  0.462  |  0.462  
  0.477  |  0.894  |  0.470  |  0.485  
  0.446  |  0.898  |  0.446  |  0.446  
  0.431  |  0.902  |  0.431  |  0.431  
  0.462  |  0.907  |  0.470  |  0.454  
  0.416  |  0.911  |  0.423  |  0.408  
  0.493  |  0.916  |  0.493  |  0.493  
  0.462  |  0.921  |  0.454  |  0.470  
  0.493  |  0.926  |  0.485  |  0.500  
  0.431  |  0.930  |  0.439  |  0.423  
  0.462  |  0.935  |  0.462  |  0.462  
  0.446  |  0.939  |  0.446  |  0.446  
  0.493  |  0.944  |  0.500  |  0.485  
  0.462  |  0.949  |  0.462  |  0.462  
  0.431  |  0.953  |  0.431  |  0.431  
  0.477  |  0.958  |  0.477  |  0.477  
  0.446  |  0.962  |  0.446  |  0.446  
  0.508  |  0.967  |  0.508  |  0.508  
  0.431  |  0.972  |  0.431  |  0.431  
  0.493  |  0.976  |  0.493  |  0.493  
  0.446  |  0.981  |  0.446  |  0.446  
  0.431  |  0.985  |  0.439  |  0.423  
  0.477  |  0.990  |  0.485  |  0.470  
  0.539  |  0.995  |  0.539  |  0.539  
  0.431  |  1.000  |  0.423  |  0.439  
  0.446  |  1.004  |  0.439  |  0.454  
  0.446  |  1.009  |  0.446  |  0.446  
  0.462  |  1.018  |  0.470  |  0.454  
  0.508  |  1.023  |  0.508  |  0.508  
  0.462  |  1.028  |  0.462  |  0.462  
  0.477  |  1.033  |  0.470  |  0.485  
  0.477  |  1.037  |  0.477  |  0.477  
  0.446  |  1.042  |  0.454  |  0.439  
  0.462  |  1.047  |  0.462  |  0.462  
  0.493  |  1.051  |  0.485  |  0.500  
  0.493  |  1.056  |  0.493  |  0.493  
  0.477  |  1.061  |  0.477  |  0.477  
  0.431  |  1.065  |  0.439  |  0.423  
  0.523  |  1.071  |  0.523  |  0.523  
  0.446  |  1.075  |  0.446  |  0.446  
  0.508  |  1.080  |  0.508  |  0.508  
  0.446  |  1.085  |  0.454  |  0.439  
  0.508  |  1.090  |  0.500  |  0.516  
  0.508  |  1.095  |  0.508  |  0.508  
  0.462  |  1.099  |  0.470  |  0.454  
  0.477  |  1.104  |  0.477  |  0.477  
  0.477  |  1.109  |  0.477  |  0.477  
  0.477  |  1.114  |  0.477  |  0.477  
  0.477  |  1.119  |  0.470  |  0.485  
  0.493  |  1.123  |  0.500  |  0.485  
  0.477  |  1.128  |  0.477  |  0.477  
  0.493  |  1.133  |  0.500  |  0.485  
  0.462  |  1.138  |  0.462  |  0.462  
  0.493  |  1.143  |  0.493  |  0.493  
  0.508  |  1.148  |  0.508  |  0.508  
  0.508  |  1.153  |  0.508  |  0.508  
  0.446  |  1.157  |  0.446  |  0.446  
  0.477  |  1.162  |  0.477  |  0.477  
  0.493  |  1.167  |  0.493  |  0.493  
  0.493  |  1.172  |  0.493  |  0.493  
  0.493  |  1.177  |  0.493  |  0.493  
  0.477  |  1.182  |  0.477  |  0.477  
  0.493  |  1.187  |  0.493  |  0.493  
  0.539  |  1.192  |  0.546  |  0.531  
  0.477  |  1.197  |  0.477  |  0.477  
  0.477  |  1.201  |  0.477  |  0.477  
  0.477  |  1.211  |  0.477  |  0.477  
  0.477  |  1.216  |  0.477  |  0.477  
  0.508  |  1.221  |  0.508  |  0.508  
  0.508  |  1.226  |  0.508  |  0.508  
  0.477  |  1.231  |  0.485  |  0.470  
  0.477  |  1.236  |  0.485  |  0.470  
  0.477  |  1.241  |  0.477  |  0.477  
  0.554  |  1.246  |  0.546  |  0.562  
  0.477  |  1.251  |  0.477  |  0.477  
  0.523  |  1.256  |  0.523  |  0.523  
  0.446  |  1.261  |  0.454  |  0.439  
  0.508  |  1.266  |  0.508  |  0.508  
  0.523  |  1.271  |  0.516  |  0.531  
  0.493  |  1.276  |  0.500  |  0.485  
  0.493  |  1.281  |  0.500  |  0.485  
  0.493  |  1.286  |  0.492  |  0.493  
  0.508  |  1.291  |  0.500  |  0.516  
  0.493  |  1.296  |  0.500  |  0.485  
  0.493  |  1.301  |  0.500  |  0.485  
  0.523  |  1.306  |  0.523  |  0.523  
  0.508  |  1.311  |  0.508  |  0.508  
  0.523  |  1.316  |  0.523  |  0.523  
  0.493  |  1.321  |  0.493  |  0.493  
  0.462  |  1.326  |  0.470  |  0.454  
  0.523  |  1.331  |  0.516  |  0.531  
  0.462  |  1.336  |  0.454  |  0.470  
  0.508  |  1.341  |  0.508  |  0.508  
  0.570  |  1.346  |  0.570  |  0.570  
  0.508  |  1.351  |  0.508  |  0.508  
  0.493  |  1.356  |  0.500  |  0.485  
  0.477  |  1.366  |  0.470  |  0.485  
  0.523  |  1.371  |  0.531  |  0.516  
  0.539  |  1.377  |  0.531  |  0.546  
  0.493  |  1.382  |  0.493  |  0.493  
  0.493  |  1.386  |  0.500  |  0.485  
  0.523  |  1.392  |  0.531  |  0.516  
  0.539  |  1.397  |  0.539  |  0.539  
  0.493  |  1.402  |  0.493  |  0.493  
  0.523  |  1.407  |  0.523  |  0.523  
  0.477  |  1.412  |  0.477  |  0.477  
  0.523  |  1.417  |  0.523  |  0.523  
  0.508  |  1.422  |  0.508  |  0.508  
  0.523  |  1.428  |  0.531  |  0.516  
  0.554  |  1.433  |  0.554  |  0.554  
  0.523  |  1.438  |  0.523  |  0.523  
  0.462  |  1.443  |  0.454  |  0.470  
  0.523  |  1.448  |  0.523  |  0.523  
  0.508  |  1.453  |  0.516  |  0.500  
  0.523  |  1.458  |  0.523  |  0.523  
  0.523  |  1.464  |  0.516  |  0.531  
  0.523  |  1.469  |  0.523  |  0.523  
  0.523  |  1.474  |  0.523  |  0.523  
  0.493  |  1.479  |  0.500  |  0.485  
  0.493  |  1.484  |  0.493  |  0.493  
  0.554  |  1.490  |  0.554  |  0.554  
  0.523  |  1.495  |  0.523  |  0.523  
  0.570  |  1.500  |  0.570  |  0.570  
  0.493  |  1.505  |  0.493  |  0.493  
  0.508  |  1.510  |  0.508  |  0.508  
  0.508  |  1.516  |  0.508  |  0.508  
  0.508  |  1.521  |  0.516  |  0.500  
  0.508  |  1.526  |  0.508  |  0.508  
  0.554  |  1.531  |  0.554  |  0.554  
  0.539  |  1.537  |  0.539  |  0.539  
  0.523  |  1.542  |  0.523  |  0.523  
  0.523  |  1.547  |  0.523  |  0.523  
  0.523  |  1.552  |  0.523  |  0.523  
  0.508  |  1.557  |  0.508  |  0.508  
  0.523  |  1.568  |  0.523  |  0.523  
  0.554  |  1.573  |  0.554  |  0.554  
  0.554  |  1.579  |  0.562  |  0.546  
  0.493  |  1.584  |  0.492  |  0.493  
  0.523  |  1.589  |  0.523  |  0.523  
  0.508  |  1.594  |  0.508  |  0.508  
  0.554  |  1.600  |  0.546  |  0.562  
  0.523  |  1.605  |  0.523  |  0.523  
  0.554  |  1.610  |  0.562  |  0.546  
  0.508  |  1.615  |  0.508  |  0.508  
  0.539  |  1.621  |  0.539  |  0.539  
  0.523  |  1.626  |  0.523  |  0.523  
  0.539  |  1.631  |  0.531  |  0.546  
  0.554  |  1.637  |  0.562  |  0.546  
  0.493  |  1.642  |  0.493  |  0.493  
  0.539  |  1.647  |  0.539  |  0.539  
  0.523  |  1.652  |  0.523  |  0.523  
  0.554  |  1.658  |  0.554  |  0.554  
  0.523  |  1.663  |  0.523  |  0.523  
  0.539  |  1.669  |  0.539  |  0.539  
  0.554  |  1.674  |  0.554  |  0.554  
  0.523  |  1.679  |  0.523  |  0.523  
  0.523  |  1.685  |  0.531  |  0.516  
  0.493  |  1.690  |  0.500  |  0.485  
  0.585  |  1.695  |  0.577  |  0.593  
  0.508  |  1.700  |  0.508  |  0.508  
  0.539  |  1.706  |  0.546  |  0.531  
  0.554  |  1.711  |  0.554  |  0.554  
  0.570  |  1.717  |  0.570  |  0.570  
  0.539  |  1.722  |  0.539  |  0.539  
  0.508  |  1.728  |  0.508  |  0.508  
  0.539  |  1.733  |  0.539  |  0.539  
  0.570  |  1.739  |  0.577  |  0.562  
  0.493  |  1.744  |  0.500  |  0.485  
  0.523  |  1.754  |  0.516  |  0.531  
  0.523  |  1.754  |  0.516  |  0.531  
  0.523  |  1.766  |  0.523  |  0.523  
  0.523  |  1.766  |  0.523  |  0.523  
  0.493  |  1.776  |  0.500  |  0.485  
  0.570  |  1.782  |  0.577  |  0.562  
  0.554  |  1.787  |  0.554  |  0.554  
  0.554  |  1.793  |  0.554  |  0.554  
  0.493  |  1.798  |  0.485  |  0.500  
  0.523  |  1.803  |  0.516  |  0.531  
  0.585  |  1.809  |  0.585  |  0.585  
  0.585  |  1.815  |  0.585  |  0.585  
  0.554  |  1.820  |  0.554  |  0.554  
  0.493  |  1.825  |  0.500  |  0.485  
  0.523  |  1.830  |  0.523  |  0.523  
  0.554  |  1.836  |  0.554  |  0.554  
  0.539  |  1.841  |  0.539  |  0.539  
  0.585  |  1.847  |  0.577  |  0.593  
  0.523  |  1.852  |  0.523  |  0.523  
  0.570  |  1.858  |  0.577  |  0.562  
  0.523  |  1.863  |  0.531  |  0.516  
  0.570  |  1.869  |  0.577  |  0.562  
  0.539  |  1.874  |  0.539  |  0.539  
  0.570  |  1.880  |  0.570  |  0.570  
  0.539  |  1.886  |  0.539  |  0.539  
  0.554  |  1.891  |  0.562  |  0.546  
  0.539  |  1.896  |  0.539  |  0.539  
  0.570  |  1.902  |  0.577  |  0.562  
  0.508  |  1.907  |  0.500  |  0.516  
  0.539  |  1.913  |  0.531  |  0.546  
  0.600  |  1.919  |  0.600  |  0.600  
  0.539  |  1.924  |  0.539  |  0.539  
  0.570  |  1.930  |  0.577  |  0.562  
  0.554  |  1.935  |  0.562  |  0.546  
  0.539  |  1.941  |  0.539  |  0.539  
  0.570  |  1.946  |  0.562  |  0.577  
  0.462  |  1.957  |  0.470  |  0.454  
  0.585  |  1.963  |  0.585  |  0.585  
  0.585  |  1.969  |  0.585  |  0.585  
  0.570  |  1.974  |  0.570  |  0.570  
  0.554  |  1.980  |  0.554  |  0.554  
  0.554  |  1.985  |  0.562  |  0.546  
  0.539  |  1.991  |  0.539  |  0.539  
  0.585  |  1.997  |  0.577  |  0.593  
  0.508  |  2.002  |  0.508  |  0.508  
  0.585  |  2.008  |  0.593  |  0.577  
  0.539  |  2.013  |  0.539  |  0.539  
  0.585  |  2.019  |  0.577  |  0.593  
  0.585  |  2.025  |  0.585  |  0.585  
  0.539  |  2.030  |  0.539  |  0.539  
  0.554  |  2.036  |  0.562  |  0.546  
  0.539  |  2.041  |  0.531  |  0.546  
  0.585  |  2.047  |  0.585  |  0.585  
  0.523  |  2.052  |  0.531  |  0.516  
  0.616  |  2.058  |  0.616  |  0.616  
  0.554  |  2.064  |  0.546  |  0.562  
  0.570  |  2.069  |  0.570  |  0.570  
  0.539  |  2.075  |  0.546  |  0.531  
  0.570  |  2.080  |  0.577  |  0.562  
  0.554  |  2.086  |  0.554  |  0.554  
  0.585  |  2.092  |  0.585  |  0.585  
  0.539  |  2.097  |  0.531  |  0.546  
  0.585  |  2.103  |  0.585  |  0.585  
  0.523  |  2.108  |  0.531  |  0.516  
  0.600  |  2.114  |  0.608  |  0.593  
  0.554  |  2.120  |  0.546  |  0.562  
  0.585  |  2.126  |  0.585  |  0.585  
  0.554  |  2.131  |  0.554  |  0.554  
  0.585  |  2.137  |  0.585  |  0.585  
  0.539  |  2.142  |  0.539  |  0.539  
  0.554  |  2.148  |  0.554  |  0.554  
  0.585  |  2.154  |  0.593  |  0.577  
  0.600  |  2.160  |  0.600  |  0.600  
  0.539  |  2.165  |  0.531  |  0.546  
  0.554  |  2.171  |  0.546  |  0.562  
  0.554  |  2.176  |  0.562  |  0.546  
  0.600  |  2.182  |  0.608  |  0.593  
  0.600  |  2.188  |  0.600  |  0.600  
  0.570  |  2.194  |  0.562  |  0.577  
  0.539  |  2.205  |  0.546  |  0.531  
  0.554  |  2.210  |  0.562  |  0.546  
  0.616  |  2.216  |  0.608  |  0.623  
  0.570  |  2.222  |  0.562  |  0.577  
  0.508  |  2.227  |  0.508  |  0.508  
  0.616  |  2.233  |  0.616  |  0.616  
  0.631  |  2.240  |  0.631  |  0.631  
  0.570  |  2.245  |  0.570  |  0.570  
  0.508  |  2.250  |  0.508  |  0.508  
  0.570  |  2.256  |  0.569  |  0.570  
  0.616  |  2.262  |  0.616  |  0.616  
  0.600  |  2.268  |  0.608  |  0.593  
  0.554  |  2.274  |  0.562  |  0.546  
  0.523  |  2.279  |  0.523  |  0.523  
  0.616  |  2.285  |  0.608  |  0.623  
  0.570  |  2.291  |  0.570  |  0.570  
  0.570  |  2.297  |  0.577  |  0.562  
  0.570  |  2.302  |  0.577  |  0.562  
  0.585  |  2.308  |  0.577  |  0.593  
  0.554  |  2.314  |  0.546  |  0.562  
  0.600  |  2.320  |  0.600  |  0.600  
  0.585  |  2.326  |  0.593  |  0.577  
  0.539  |  2.331  |  0.539  |  0.539  
  0.585  |  2.337  |  0.593  |  0.577  
  0.600  |  2.349  |  0.600  |  0.600  
  0.585  |  2.354  |  0.585  |  0.585  
  0.554  |  2.360  |  0.554  |  0.554  
  0.585  |  2.366  |  0.585  |  0.585  
  0.600  |  2.372  |  0.593  |  0.608  
  0.570  |  2.378  |  0.570  |  0.570  
  0.585  |  2.383  |  0.593  |  0.577  
  0.554  |  2.389  |  0.554  |  0.554  
  0.600  |  2.395  |  0.593  |  0.608  
  0.554  |  2.400  |  0.562  |  0.546  
  0.616  |  2.407  |  0.616  |  0.616  
  0.554  |  2.412  |  0.562  |  0.546  
  0.585  |  2.418  |  0.585  |  0.585  
  0.570  |  2.424  |  0.570  |  0.570  
  0.616  |  2.430  |  0.623  |  0.608  
  0.600  |  2.436  |  0.600  |  0.600  
  0.585  |  2.442  |  0.585  |  0.585  
  0.539  |  2.447  |  0.531  |  0.546  
  0.600  |  2.453  |  0.593  |  0.608  
  0.570  |  2.459  |  0.570  |  0.570  
  0.600  |  2.465  |  0.600  |  0.600  
  0.570  |  2.470  |  0.570  |  0.570  
  0.600  |  2.476  |  0.608  |  0.593  
  0.631  |  2.483  |  0.631  |  0.631  
  0.554  |  2.488  |  0.554  |  0.554  
  0.554  |  2.494  |  0.554  |  0.554  
  0.631  |  2.500  |  0.631  |  0.631  
  0.554  |  2.506  |  0.554  |  0.554  
  0.616  |  2.512  |  0.608  |  0.623  
  0.570  |  2.517  |  0.570  |  0.570  
  0.570  |  2.529  |  0.570  |  0.570  
  0.600  |  2.535  |  0.608  |  0.593  
  0.585  |  2.541  |  0.585  |  0.585  
  0.631  |  2.547  |  0.631  |  0.631  
  0.554  |  2.553  |  0.554  |  0.554  
  0.616  |  2.559  |  0.616  |  0.616  
  0.600  |  2.565  |  0.600  |  0.600  
  0.570  |  2.571  |  0.570  |  0.570  
  0.585  |  2.577  |  0.585  |  0.585  
  0.585  |  2.582  |  0.585  |  0.585  
  0.585  |  2.588  |  0.593  |  0.577  
  0.585  |  2.594  |  0.593  |  0.577  
  0.585  |  2.600  |  0.577  |  0.593  
  0.539  |  2.605  |  0.531  |  0.546  
  0.647  |  2.612  |  0.647  |  0.647  
  0.600  |  2.618  |  0.608  |  0.593  
  0.600  |  2.624  |  0.608  |  0.593  
  0.600  |  2.630  |  0.600  |  0.600  
  0.554  |  2.635  |  0.546  |  0.562  
  0.600  |  2.641  |  0.608  |  0.593  
  0.600  |  2.647  |  0.600  |  0.600  
  0.600  |  2.653  |  0.600  |  0.600  
  0.616  |  2.659  |  0.616  |  0.616  
  0.600  |  2.665  |  0.600  |  0.600  
  0.523  |  2.671  |  0.523  |  0.523  
  0.600  |  2.677  |  0.608  |  0.593  
  0.616  |  2.683  |  0.616  |  0.616  
  0.647  |  2.689  |  0.639  |  0.654  
  0.539  |  2.695  |  0.531  |  0.546  
